E474  (14.09%)
    1.000000       0.000000    
   0.9958919      0.3102689E-03
   0.9909193      0.7881964E-03
   0.9856624      0.1387010E-02
   0.9800964      0.2089935E-02
   0.9742105      0.2885309E-02
   0.9680081      0.3757182E-02
   0.9615127      0.4684386E-02
   0.9547665      0.5656326E-02
   0.9478157      0.6664647E-02
   0.9406996      0.7701462E-02
   0.9334488      0.8761085E-02
   0.9260943      0.9838423E-02
   0.9186684      0.1092808E-01
   0.9112028      0.1202412E-01
   0.9037245      0.1311800E-01
   0.8962523      0.1420129E-01
   0.8887956      0.1526696E-01
   0.8813548      0.1630956E-01
   0.8739239      0.1732713E-01
   0.8664961      0.1832007E-01
   0.8590642      0.1928872E-01
   0.8516215      0.2023336E-01
   0.8441611      0.2115429E-01
   0.8366768      0.2205360E-01
   0.8291642      0.2293433E-01
   0.8216211      0.2379936E-01
   0.8140472      0.2465134E-01
   0.8064446      0.2549275E-01
   0.7988174      0.2632520E-01
   0.7911697      0.2714921E-01
   0.7835053      0.2796525E-01
   0.7758273      0.2877389E-01
   0.7681381      0.2957581E-01
   0.7604397      0.3037171E-01
   0.7527334      0.3116200E-01
   0.7450201      0.3194681E-01
   0.7373010      0.3272624E-01
   0.7295766      0.3350044E-01
   0.7218479      0.3426956E-01
   0.7141152      0.3503375E-01
   0.7063790      0.3579314E-01
   0.6986398      0.3654780E-01
   0.6908979      0.3729778E-01
   0.6831538      0.3804315E-01
   0.6754078      0.3878396E-01
   0.6676605      0.3952028E-01
   0.6599122      0.4025214E-01
   0.6521633      0.4097950E-01
   0.6444141      0.4170229E-01
   0.6366647      0.4242047E-01
   0.6289151      0.4313400E-01
   0.6211652      0.4384285E-01
   0.6134148      0.4454702E-01
   0.6056636      0.4524651E-01
   0.5979115      0.4594141E-01
   0.5901584      0.4663176E-01
   0.5824045      0.4731759E-01
   0.5746500      0.4799895E-01
   0.5668955      0.4867583E-01
   0.5591414      0.4934824E-01
   0.5513885      0.5001601E-01
   0.5436374      0.5067888E-01
   0.5358884      0.5133662E-01
   0.5281418      0.5198899E-01
   0.5203976      0.5263577E-01
   0.5126558      0.5327678E-01
   0.5049161      0.5391181E-01
   0.4971783      0.5454074E-01
   0.4894422      0.5516347E-01
   0.4817077      0.5577989E-01
   0.4739748      0.5638986E-01
   0.4662437      0.5699326E-01
   0.4585147      0.5758994E-01
   0.4507881      0.5817973E-01
   0.4430644      0.5876236E-01
   0.4353440      0.5933748E-01
   0.4276274      0.5990477E-01
   0.4199150      0.6046391E-01
   0.4122073      0.6101457E-01
   0.4045047      0.6155643E-01
   0.3968075      0.6208914E-01
   0.3891163      0.6261223E-01
   0.3814314      0.6312520E-01
   0.3737532      0.6362757E-01
   0.3660822      0.6411883E-01
   0.3584189      0.6459852E-01
   0.3507637      0.6506614E-01
   0.3431172      0.6552111E-01
   0.3354799      0.6596269E-01
   0.3278530      0.6639012E-01
   0.3202377      0.6680265E-01
   0.3126356      0.6719952E-01
   0.3050483      0.6757998E-01
   0.2974780      0.6794321E-01
   0.2899267      0.6828793E-01
   0.2823964      0.6861281E-01
   0.2748890      0.6891653E-01
   0.2674062      0.6919784E-01
   0.2599496      0.6945553E-01
   0.2525207      0.6968839E-01
   0.2451219      0.6989460E-01
   0.2377571      0.7007211E-01
   0.2304326      0.7021895E-01
   0.2231559      0.7033329E-01
   0.2159363      0.7041352E-01
   0.2087842      0.7045766E-01
   0.2017093      0.7046085E-01
   0.1947192      0.7041763E-01
   0.1878189      0.7032321E-01
   0.1810110      0.7017333E-01
   0.1742967      0.6996421E-01
   0.1676756      0.6969241E-01
   0.1611479      0.6935466E-01
   0.1547137      0.6894806E-01
   0.1483734      0.6847013E-01
   0.1421272      0.6791876E-01
   0.1359756      0.6729227E-01
   0.1299203      0.6658982E-01
   0.1239659      0.6581148E-01
   0.1181185      0.6495807E-01
   0.1123855      0.6403125E-01
   0.1067750      0.6303349E-01
   0.1012959      0.6196715E-01
   0.9595746E-01  0.6083457E-01
   0.9076814E-01  0.5963897E-01
   0.8573511E-01  0.5838433E-01
   0.8086393E-01  0.5707524E-01
   0.7615927E-01  0.5571666E-01
   0.7162734E-01  0.5431434E-01
   0.6727505E-01  0.5287526E-01
   0.6310839E-01  0.5140719E-01
   0.5913130E-01  0.4991818E-01
   0.5534528E-01  0.4841601E-01
   0.5175019E-01  0.4690725E-01
   0.4834368E-01  0.4539760E-01
   0.4512096E-01  0.4389211E-01
   0.4207534E-01  0.4239505E-01
   0.3919874E-01  0.4090993E-01
   0.3648240E-01  0.3943944E-01
   0.3391910E-01  0.3798516E-01
   0.3150347E-01  0.3654892E-01
   0.2923038E-01  0.3513309E-01
   0.2709437E-01  0.3374010E-01
   0.2508937E-01  0.3237210E-01
   0.2320875E-01  0.3103082E-01
   0.2144550E-01  0.2971751E-01
   0.1979271E-01  0.2843292E-01
   0.1824293E-01  0.2717674E-01
   0.1678824E-01  0.2594774E-01
   0.1542083E-01  0.2474421E-01
   0.1413339E-01  0.2356419E-01
   0.1291919E-01  0.2240568E-01
   0.1177217E-01  0.2126667E-01
   0.1068690E-01  0.2014527E-01
   0.9658835E-02  0.1903948E-01
   0.8685959E-02  0.1794665E-01
   0.7767788E-02  0.1686511E-01
   0.6904304E-02  0.1579444E-01
   0.6095557E-02  0.1473508E-01
   0.5341388E-02  0.1368801E-01
   0.4641260E-02  0.1265453E-01
   0.3994179E-02  0.1163604E-01
   0.3398681E-02  0.1063389E-01
   0.2852877E-02  0.9649245E-02
   0.2355111E-02  0.8683385E-02
   0.1906085E-02  0.7738357E-02
   0.1506130E-02  0.6814875E-02
   0.1154689E-02  0.5912230E-02
   0.8508546E-03  0.5028850E-02
   0.5937246E-03  0.4162659E-02
   0.3826150E-03  0.3311284E-02
   0.2172100E-03  0.2472155E-02
   0.9767652E-04  0.1642543E-02
   0.2477615E-04  0.8195415E-03
    0.000000       0.000000    
   0.2477615E-04 -0.8195415E-03
   0.9767652E-04 -0.1642543E-02
   0.2172100E-03 -0.2472155E-02
   0.3826150E-03 -0.3311284E-02
   0.5937246E-03 -0.4162659E-02
   0.8508546E-03 -0.5028850E-02
   0.1154689E-02 -0.5912230E-02
   0.1506130E-02 -0.6814875E-02
