E475  (15.01%)
    1.000000       0.000000    
   0.9958043      0.3562426E-03
   0.9907701      0.9002657E-03
   0.9854962      0.1580658E-02
   0.9799570      0.2383417E-02
   0.9741354      0.3298039E-02
   0.9680253      0.4310356E-02
   0.9616393      0.5398686E-02
   0.9550100      0.6550591E-02
   0.9481759      0.7758031E-02
   0.9411701      0.9012785E-02
   0.9340170      0.1030811E-01
   0.9267413      0.1163751E-01
   0.9193736      0.1299305E-01
   0.9119498      0.1436526E-01
   0.9045068      0.1574102E-01
   0.8970725      0.1710531E-01
   0.8896627      0.1844542E-01
   0.8822811      0.1975113E-01
   0.8749212      0.2101633E-01
   0.8675728      0.2224093E-01
   0.8602252      0.2342563E-01
   0.8528674      0.2457096E-01
   0.8454876      0.2567734E-01
   0.8380739      0.2674674E-01
   0.8306167      0.2778430E-01
   0.8231096      0.2879506E-01
   0.8155504      0.2978365E-01
   0.8079405      0.3075430E-01
   0.8002859      0.3171045E-01
   0.7925941      0.3265303E-01
   0.7848723      0.3358240E-01
   0.7771265      0.3449914E-01
   0.7693615      0.3540403E-01
   0.7615811      0.3629802E-01
   0.7537878      0.3718182E-01
   0.7459835      0.3805548E-01
   0.7381696      0.3891904E-01
   0.7303469      0.3977259E-01
   0.7225163      0.4061626E-01
   0.7146778      0.4145023E-01
   0.7068313      0.4227482E-01
   0.6989767      0.4309047E-01
   0.6911143      0.4389762E-01
   0.6832442      0.4469671E-01
   0.6753672      0.4548813E-01
   0.6674841      0.4627227E-01
   0.6595959      0.4704941E-01
   0.6517038      0.4781954E-01
   0.6438087      0.4858260E-01
   0.6359116      0.4933853E-01
   0.6280133      0.5008729E-01
   0.6201146      0.5082886E-01
   0.6122160      0.5156322E-01
   0.6043181      0.5229024E-01
   0.5964212      0.5300975E-01
   0.5885254      0.5372158E-01
   0.5806306      0.5442557E-01
   0.5727364      0.5512161E-01
   0.5648424      0.5580957E-01
   0.5569477      0.5648940E-01
   0.5490517      0.5716123E-01
   0.5411541      0.5782520E-01
   0.5332547      0.5848146E-01
   0.5253540      0.5913010E-01
   0.5174526      0.5977119E-01
   0.5095514      0.6040479E-01
   0.5016517      0.6103077E-01
   0.4937547      0.6164873E-01
   0.4858612      0.6225824E-01
   0.4779719      0.6285890E-01
   0.4700871      0.6345033E-01
   0.4622068      0.6403218E-01
   0.4543307      0.6460412E-01
   0.4464584      0.6516590E-01
   0.4385896      0.6571734E-01
   0.4307241      0.6625822E-01
   0.4228620      0.6678834E-01
   0.4150035      0.6730746E-01
   0.4071490      0.6781536E-01
   0.3992989      0.6831177E-01
   0.3914540      0.6879626E-01
   0.3836151      0.6926834E-01
   0.3757830      0.6972754E-01
   0.3679586      0.7017337E-01
   0.3601430      0.7060535E-01
   0.3523373      0.7102303E-01
   0.3445427      0.7142573E-01
   0.3367604      0.7181254E-01
   0.3289915      0.7218250E-01
   0.3212376      0.7253470E-01
   0.3134998      0.7286824E-01
   0.3057797      0.7318225E-01
   0.2980786      0.7347579E-01
   0.2903981      0.7374772E-01
   0.2827401      0.7399682E-01
   0.2751068      0.7422195E-01
   0.2675003      0.7442200E-01
   0.2599231      0.7459591E-01
   0.2523782      0.7474247E-01
   0.2448690      0.7485964E-01
   0.2374012      0.7494526E-01
   0.2299817      0.7499733E-01
   0.2226188      0.7501405E-01
   0.2153219      0.7499390E-01
   0.2081013      0.7493440E-01
   0.2009657      0.7483041E-01
   0.1939218      0.7467693E-01
   0.1869739      0.7446958E-01
   0.1801243      0.7420448E-01
   0.1733735      0.7387823E-01
   0.1667218      0.7348765E-01
   0.1601698      0.7302990E-01
   0.1537182      0.7250255E-01
   0.1473679      0.7190363E-01
   0.1411200      0.7123158E-01
   0.1349756      0.7048538E-01
   0.1289380      0.6966496E-01
   0.1230126      0.6877103E-01
   0.1172057      0.6780513E-01
   0.1115248      0.6676960E-01
   0.1059772      0.6566744E-01
   0.1005713      0.6450140E-01
   0.9531522E-01  0.6327462E-01
   0.9021625E-01  0.6199107E-01
   0.8528021E-01  0.6065533E-01
   0.8051134E-01  0.5927241E-01
   0.7591341E-01  0.5784756E-01
   0.7149145E-01  0.5638675E-01
   0.6725046E-01  0.5489686E-01
   0.6319418E-01  0.5338525E-01
   0.5932439E-01  0.5185927E-01
   0.5564072E-01  0.5032583E-01
   0.5214155E-01  0.4879053E-01
   0.4882330E-01  0.4725818E-01
   0.4568044E-01  0.4573293E-01
   0.4270596E-01  0.4421824E-01
   0.3989182E-01  0.4271692E-01
   0.3722949E-01  0.4123111E-01
   0.3471164E-01  0.3976206E-01
   0.3233273E-01  0.3831111E-01
   0.3008768E-01  0.3688010E-01
   0.2797134E-01  0.3547099E-01
   0.2597821E-01  0.3408560E-01
   0.2410238E-01  0.3272544E-01
   0.2233768E-01  0.3139165E-01
   0.2067796E-01  0.3008502E-01
   0.1911706E-01  0.2880558E-01
   0.1764819E-01  0.2755246E-01
   0.1626446E-01  0.2632425E-01
   0.1495924E-01  0.2511922E-01
   0.1372632E-01  0.2393554E-01
   0.1256005E-01  0.2277135E-01
   0.1145528E-01  0.2162485E-01
   0.1040739E-01  0.2049431E-01
   0.9413059E-02  0.1937764E-01
   0.8471199E-02  0.1827260E-01
   0.7581581E-02  0.1717812E-01
   0.6744250E-02  0.1609407E-01
   0.5959238E-02  0.1502102E-01
   0.5226360E-02  0.1395997E-01
   0.4545087E-02  0.1291217E-01
   0.3914487E-02  0.1187893E-01
   0.3333222E-02  0.1086152E-01
   0.2799585E-02  0.9861038E-02
   0.2312421E-02  0.8878876E-02
   0.1872659E-02  0.7916983E-02
   0.1480564E-02  0.6975882E-02
   0.1135658E-02  0.6054845E-02
   0.8371724E-03  0.5152369E-02
   0.5843517E-03  0.4266483E-02
   0.3766425E-03  0.3394920E-02
   0.2138307E-03  0.2535219E-02
   0.9614873E-04  0.1684748E-02
   0.2438290E-04  0.8406942E-03
    0.000000       0.000000    
   0.2438290E-04 -0.8406942E-03
   0.9614873E-04 -0.1684748E-02
   0.2138307E-03 -0.2535219E-02
   0.3766425E-03 -0.3394920E-02
   0.5843517E-03 -0.4266483E-02
   0.8371724E-03 -0.5152369E-02
   0.1135658E-02 -0.6054845E-02
   0.1480564E-02 -0.6975882E-02
   0.1872659E-02 -0.7916983E-02
   0.2312421E-02 -0.8878876E-02
   0.2799585E-02 -0.9861038E-02
   0.3333222E-02 -0.1086152E-01
   0.3914487E-02 -0.1187893E-01
   0.4545087E-02 -0.1291217E-01
   0.5226360E-02 -0.1395997E-01
   0.5959238E-02 -0.1502102E-01
   0.6744250E-02 -0.1609407E-01
   0.7581581E-02 -0.1717812E-01
   0.8471199E-02 -0.1827260E-01
   0.9413059E-02 -0.1937764E-01
   0.1040739E-01 -0.2049431E-01
   0.1145528E-01 -0.2162485E-01
   0.1256005E-01 -0.2277135E-01
   0.1372632E-01 -0.2393554E-01
   0.1495924E-01 -0.2511922E-01
   0.1626446E-01 -0.2632425E-01
   0.1764819E-01 -0.2755246E-01
   0.1911706E-01 -0.2880558E-01
   0.2067796E-01 -0.3008502E-01
   0.2233768E-01 -0.3139165E-01
   0.2410238E-01 -0.3272544E-01
   0.2597821E-01 -0.3408560E-01
   0.2797134E-01 -0.3547099E-01
   0.3008768E-01 -0.3688010E-01
   0.3233273E-01 -0.3831111E-01
   0.3471164E-01 -0.3976206E-01
   0.3722949E-01 -0.4123111E-01
   0.3989182E-01 -0.4271692E-01
   0.4270596E-01 -0.4421824E-01
   0.4568044E-01 -0.4573293E-01
   0.4882330E-01 -0.4725818E-01
   0.5214155E-01 -0.4879053E-01
   0.5564072E-01 -0.5032583E-01
   0.5932439E-01 -0.5185927E-01
   0.6319418E-01 -0.5338525E-01
   0.6725046E-01 -0.5489686E-01
   0.7149145E-01 -0.5638675E-01
   0.7591341E-01 -0.5784756E-01
   0.8051134E-01 -0.5927241E-01
   0.8528021E-01 -0.6065533E-01
   0.9021625E-01 -0.6199107E-01
   0.9531522E-01 -0.6327462E-01
   0.1005713     -0.6450140E-01
   0.1059772     -0.6566744E-01
   0.1115248     -0.6676960E-01
   0.1172057     -0.6780513E-01
   0.1230126     -0.6877103E-01
   0.1289380     -0.6966496E-01
   0.1349756     -0.7048538E-01
   0.1411200     -0.7123158E-01
   0.1473679     -0.7190363E-01
   0.1537182     -0.7250255E-01
   0.1601698     -0.7302990E-01
   0.1667218     -0.7348765E-01
   0.1733735     -0.7387823E-01
   0.1801243     -0.7420448E-01
   0.1869739     -0.7446958E-01
   0.1939218     -0.7467693E-01
   0.2009657     -0.7483041E-01
   0.2081013     -0.7493440E-01
   0.2153219     -0.7499390E-01
   0.2226188     -0.7501405E-01
   0.2299817     -0.7499733E-01
   0.2374012     -0.7494526E-01
   0.2448690     -0.7485964E-01
   0.2523782     -0.7474247E-01
   0.2599231     -0.7459591E-01
   0.2675003     -0.7442200E-01
   0.2751068     -0.7422195E-01
   0.2827401     -0.7399682E-01
   0.2903981     -0.7374772E-01
   0.2980786     -0.7347579E-01
   0.3057797     -0.7318225E-01
   0.3134998     -0.7286824E-01
   0.3212376     -0.7253470E-01
   0.3289915     -0.7218250E-01
   0.3367604     -0.7181254E-01
   0.3445427     -0.7142573E-01
   0.3523373     -0.7102303E-01
   0.3601430     -0.7060535E-01
   0.3679586     -0.7017337E-01
   0.3757830     -0.6972754E-01
   0.3836151     -0.6926834E-01
   0.3914540     -0.6879626E-01
   0.3992989     -0.6831177E-01
   0.4071490     -0.6781536E-01
   0.4150035     -0.6730746E-01
   0.4228620     -0.6678834E-01
   0.4307241     -0.6625822E-01
   0.4385896     -0.6571734E-01
