E169  (14.4%)
    1.000000       0.000000    
   0.9961864      0.2350827E-03
   0.9914578      0.6196802E-03
   0.9863337      0.1114139E-02
   0.9808112      0.1686952E-02
   0.9749391      0.2314850E-02
   0.9687854      0.2973770E-02
   0.9624083      0.3640555E-02
   0.9558548      0.4306399E-02
   0.9491659      0.4966194E-02
   0.9423698      0.5616941E-02
   0.9354830      0.6260587E-02
   0.9285215      0.6901535E-02
   0.9215024      0.7544576E-02
   0.9144439      0.8194367E-02
   0.9073628      0.8852142E-02
   0.9002720      0.9517554E-02
   0.8931800      0.1019063E-01
   0.8860905      0.1087181E-01
   0.8790030      0.1156174E-01
   0.8719150      0.1226061E-01
   0.8648249      0.1296843E-01
   0.8577316      0.1368515E-01
   0.8506350      0.1441064E-01
   0.8435357      0.1514470E-01
   0.8364346      0.1588709E-01
   0.8293325      0.1663763E-01
   0.8222299      0.1739615E-01
   0.8151269      0.1816251E-01
   0.8080235      0.1893660E-01
   0.8009193      0.1971835E-01
   0.7938136      0.2050756E-01
   0.7867059      0.2130401E-01
   0.7795960      0.2210747E-01
   0.7724834      0.2291767E-01
   0.7653680      0.2373436E-01
   0.7582498      0.2455727E-01
   0.7511286      0.2538609E-01
   0.7440047      0.2622050E-01
   0.7368778      0.2706018E-01
   0.7297481      0.2790482E-01
   0.7226156      0.2875408E-01
   0.7154802      0.2960766E-01
   0.7083420      0.3046521E-01
   0.7012009      0.3132647E-01
   0.6940571      0.3219116E-01
   0.6869106      0.3305899E-01
   0.6797617      0.3392967E-01
   0.6726106      0.3480291E-01
   0.6654576      0.3567840E-01
   0.6583031      0.3655581E-01
   0.6511476      0.3743470E-01
   0.6439914      0.3831455E-01
   0.6368349      0.3919484E-01
   0.6296786      0.4007505E-01
   0.6225229      0.4095467E-01
   0.6153682      0.4183317E-01
   0.6082148      0.4271005E-01
   0.6010632      0.4358483E-01
   0.5939139      0.4445714E-01
   0.5867673      0.4532659E-01
   0.5796237      0.4619279E-01
   0.5724837      0.4705535E-01
   0.5653476      0.4791390E-01
   0.5582158      0.4876807E-01
   0.5510889      0.4961739E-01
   0.5439672      0.5046130E-01
   0.5368508      0.5129917E-01
   0.5297399      0.5213041E-01
   0.5226347      0.5295444E-01
   0.5155351      0.5377070E-01
   0.5084408      0.5457864E-01
   0.5013518      0.5537771E-01
   0.4942678      0.5616740E-01
   0.4871887      0.5694716E-01
   0.4801144      0.5771646E-01
   0.4730452      0.5847473E-01
   0.4659812      0.5922141E-01
   0.4589229      0.5995594E-01
   0.4518708      0.6067772E-01
   0.4448254      0.6138605E-01
   0.4377872      0.6208007E-01
   0.4307566      0.6275896E-01
   0.4237339      0.6342190E-01
   0.4167193      0.6406808E-01
   0.4097127      0.6469674E-01
   0.4027141      0.6530712E-01
   0.3957234      0.6589840E-01
   0.3887406      0.6646967E-01
   0.3817661      0.6701995E-01
   0.3748007      0.6754830E-01
   0.3678451      0.6805373E-01
   0.3609008      0.6853528E-01
   0.3539692      0.6899200E-01
   0.3470521      0.6942268E-01
   0.3401510      0.6982566E-01
   0.3332668      0.7019930E-01
   0.3263999      0.7054202E-01
   0.3195501      0.7085228E-01
   0.3127167      0.7112862E-01
   0.3058986      0.7136959E-01
   0.2990944      0.7157407E-01
   0.2923027      0.7174127E-01
   0.2855226      0.7187040E-01
   0.2787533      0.7196066E-01
   0.2719941      0.7201123E-01
   0.2652449      0.7202128E-01
   0.2585056      0.7198999E-01
   0.2517763      0.7191658E-01
   0.2450580      0.7180032E-01
   0.2383516      0.7164048E-01
   0.2316588      0.7143639E-01
   0.2249814      0.7118744E-01
   0.2183219      0.7089304E-01
   0.2116826      0.7055203E-01
   0.2050660      0.7016295E-01
   0.1984741      0.6972439E-01
   0.1919084      0.6923498E-01
   0.1853701      0.6869342E-01
   0.1788601      0.6809839E-01
   0.1723795      0.6744839E-01
   0.1659301      0.6674193E-01
   0.1595140      0.6597768E-01
   0.1531340      0.6515448E-01
   0.1467932      0.6427136E-01
   0.1404952      0.6332723E-01
   0.1342441      0.6232048E-01
   0.1280437      0.6124967E-01
