S9033 (7.5%)
    1.000000       0.000000    
   0.9963490      0.9632799E-04
   0.9915988      0.3086916E-03
   0.9863258      0.5866048E-03
   0.9806306      0.9263012E-03
   0.9746172      0.1307235E-02
   0.9684029      0.1707576E-02
   0.9620881      0.2111016E-02
   0.9557274      0.2508267E-02
   0.9493389      0.2895204E-02
   0.9429244      0.3271773E-02
   0.9364857      0.3641906E-02
   0.9300299      0.4008472E-02
   0.9235636      0.4372878E-02
   0.9170914      0.4736034E-02
   0.9106160      0.5098035E-02
   0.9041389      0.5458938E-02
   0.8976608      0.5818722E-02
   0.8911829      0.6177362E-02
   0.8847063      0.6535491E-02
   0.8782309      0.6894384E-02
   0.8717550      0.7255154E-02
   0.8652765      0.7617493E-02
   0.8587951      0.7980520E-02
   0.8523121      0.8343521E-02
   0.8458293      0.8706580E-02
   0.8393472      0.9069994E-02
   0.8328655      0.9434040E-02
   0.8263840      0.9798777E-02
   0.8199028      0.1016420E-01
   0.8134226      0.1053032E-01
   0.8069443      0.1089738E-01
   0.8004679      0.1126574E-01
   0.7939928      0.1163568E-01
   0.7875180      0.1200667E-01
   0.7810433      0.1237767E-01
   0.7745691      0.1274758E-01
   0.7680964      0.1311617E-01
   0.7616257      0.1348466E-01
   0.7551565      0.1385445E-01
   0.7486873      0.1422679E-01
   0.7422164      0.1460129E-01
   0.7357432      0.1497679E-01
   0.7292686      0.1535202E-01
   0.7227949      0.1572630E-01
   0.7163240      0.1610063E-01
   0.7098565      0.1647636E-01
   0.7033911      0.1685487E-01
   0.6969257      0.1723639E-01
   0.6904582      0.1761968E-01
   0.6839875      0.1800335E-01
   0.6775133      0.1838605E-01
   0.6710360      0.1876746E-01
   0.6645564      0.1914802E-01
   0.6580748      0.1952824E-01
   0.6515917      0.1990857E-01
   0.6451076      0.2028910E-01
   0.6386230      0.2066970E-01
   0.6321391      0.2105025E-01
   0.6256571      0.2143052E-01
   0.6191782      0.2180996E-01
   0.6127029      0.2218787E-01
   0.6062306      0.2256363E-01
   0.5997603      0.2293672E-01
   0.5932901      0.2330721E-01
   0.5868189      0.2367544E-01
   0.5803457      0.2404170E-01
   0.5738698      0.2440627E-01
   0.5673914      0.2476939E-01
   0.5609112      0.2513128E-01
   0.5544308      0.2549211E-01
