GOE 11K AIRFOIL
    1.000000      0.1582257E-17
   0.9971050      0.1100307E-02
   0.9936019      0.2403483E-02
   0.9899047      0.3745535E-02
   0.9859928      0.5128430E-02
   0.9818441      0.6553785E-02
   0.9774343      0.8022546E-02
   0.9727388      0.9534502E-02
   0.9677339      0.1108757E-01
   0.9624001      0.1267683E-01
   0.9567272      0.1429327E-01
   0.9507210      0.1592258E-01
   0.9444109      0.1754544E-01
   0.9378521      0.1914496E-01
   0.9311149      0.2070766E-01
   0.9243098      0.2221606E-01
   0.9175119      0.2366506E-01
   0.9106842      0.2507459E-01
   0.9038501      0.2645162E-01
   0.8970659      0.2779691E-01
   0.8903270      0.2911776E-01
   0.8836233      0.3041571E-01
   0.8769458      0.3169167E-01
   0.8702865      0.3294628E-01
   0.8636385      0.3417992E-01
   0.8569957      0.3539278E-01
   0.8503527      0.3658480E-01
   0.8437049      0.3775578E-01
   0.8370486      0.3890530E-01
   0.8303806      0.4003277E-01
   0.8236985      0.4113745E-01
   0.8170005      0.4221845E-01
   0.8102856      0.4327470E-01
   0.8035535      0.4430501E-01
   0.7968049      0.4530810E-01
   0.7900410      0.4628330E-01
   0.7832634      0.4723072E-01
   0.7764739      0.4815054E-01
   0.7696737      0.4904300E-01
   0.7628646      0.4990833E-01
   0.7560477      0.5074685E-01
   0.7492244      0.5155886E-01
   0.7423960      0.5234472E-01
   0.7355634      0.5310480E-01
   0.7287279      0.5383950E-01
   0.7218902      0.5454924E-01
   0.7150514      0.5523447E-01
   0.7082120      0.5589563E-01
   0.7013729      0.5653322E-01
   0.6945346      0.5714762E-01
   0.6876974      0.5773869E-01
   0.6808617      0.5830600E-01
   0.6740277      0.5884914E-01
   0.6671954      0.5936772E-01
   0.6603649      0.5986134E-01
   0.6535362      0.6032962E-01
   0.6467090      0.6077217E-01
   0.6398833      0.6118862E-01
   0.6330587      0.6157859E-01
   0.6262348      0.6194170E-01
   0.6194111      0.6227758E-01
   0.6125872      0.6258583E-01
   0.6057624      0.6286608E-01
   0.5989360      0.6311791E-01
   0.5921072      0.6334131E-01
   0.5852753      0.6353721E-01
   0.5784397      0.6370669E-01
   0.5715995      0.6385081E-01
   0.5647543      0.6397062E-01
   0.5579035      0.6406718E-01
   0.5510465      0.6414154E-01
   0.5441829      0.6419474E-01
   0.5373122      0.6422782E-01
   0.5304342      0.6424182E-01
   0.5235484      0.6423778E-01
   0.5166546      0.6421676E-01
   0.5097526      0.6417981E-01
   0.5028422      0.6412797E-01
   0.4959232      0.6406231E-01
   0.4889955      0.6398365E-01
   0.4820591      0.6389261E-01
   0.4751142      0.6378985E-01
   0.4681611      0.6367601E-01
   0.4612004      0.6355177E-01
   0.4542327      0.6341780E-01
   0.4472591      0.6327478E-01
   0.4402807      0.6312342E-01
   0.4332988      0.6296443E-01
   0.4263150      0.6279854E-01
   0.4193310      0.6262650E-01
   0.4123487      0.6244904E-01
   0.4053703      0.6226695E-01
   0.3983980      0.6208097E-01
   0.3914344      0.6189123E-01
   0.3844817      0.6169648E-01
   0.3775416      0.6149531E-01
   0.3706153      0.6128633E-01
   0.3637033      0.6106813E-01
   0.3568058      0.6083933E-01
   0.3499223      0.6059852E-01
   0.3430519      0.6034431E-01
   0.3361930      0.6007526E-01
   0.3293439      0.5978996E-01
   0.3225021      0.5948692E-01
   0.3156648      0.5916464E-01
   0.3088286      0.5882155E-01
   0.3019896      0.5845601E-01
   0.2951435      0.5806639E-01
   0.2882858      0.5765185E-01
   0.2814128      0.5721206E-01
   0.2745221      0.5674674E-01
   0.2676128      0.5625566E-01
   0.2606850      0.5573869E-01
   0.2537405      0.5519582E-01
   0.2467823      0.5462718E-01
   0.2398178      0.5403329E-01
   0.2328581      0.5341518E-01
   0.2258958      0.5277223E-01
   0.2189432      0.5210568E-01
   0.2120143      0.5141710E-01
   0.2051199      0.5070793E-01
   0.1982719      0.4997990E-01
   0.1914827      0.4923487E-01
   0.1847575      0.4847414E-01
   0.1780909      0.4769767E-01
   0.1714672      0.4690416E-01
   0.1648616      0.4609088E-01
   0.1582398      0.4525355E-01
   0.1515556      0.4438583E-01
   0.1447473      0.4347821E-01
   0.1379551      0.4254502E-01
   0.1313928      0.4161217E-01
   0.1249744      0.4066555E-01
   0.1186167      0.3969035E-01
   0.1122076      0.3866555E-01
   0.1055892      0.3755937E-01
   0.9869891E-01  0.3635199E-01
   0.9243385E-01  0.3520334E-01
   0.8673246E-01  0.3411800E-01
   0.8148458E-01  0.3308681E-01
   0.7657313E-01  0.3209470E-01
   0.7189140E-01  0.3112520E-01
   0.6733954E-01  0.3016062E-01
   0.6281213E-01  0.2917984E-01
   0.5817388E-01  0.2815282E-01
   0.5319979E-01  0.2702609E-01
   0.4736474E-01  0.2566769E-01
   0.4224601E-01  0.2439337E-01
   0.3799954E-01  0.2321319E-01
   0.3369831E-01  0.2186314E-01
   0.2841572E-01  0.1996374E-01
   0.2267796E-01  0.1759522E-01
   0.1958449E-01  0.1618584E-01
   0.1704927E-01  0.1495320E-01
   0.1498050E-01  0.1388762E-01
   0.1322182E-01  0.1293244E-01
   0.1169063E-01  0.1205752E-01
   0.1033670E-01  0.1124431E-01
   0.9126779E-02  0.1048038E-01
   0.8037410E-02  0.9756784E-02
   0.7051944E-02  0.9067209E-02
   0.6157562E-02  0.8406635E-02
   0.5344352E-02  0.7771086E-02
   0.4604604E-02  0.7157409E-02
   0.3932176E-02  0.6563010E-02
   0.3322132E-02  0.5985719E-02
   0.2770507E-02  0.5423713E-02
   0.2274103E-02  0.4875434E-02
   0.1830386E-02  0.4339573E-02
   0.1437306E-02  0.3814945E-02
   0.1093247E-02  0.3300469E-02
   0.7970011E-03  0.2795167E-02
   0.5477826E-03  0.2298250E-02
   0.3450852E-03  0.1808915E-02
   0.1887214E-03  0.1326378E-02
   0.7884203E-04  0.8499036E-03
   0.1594328E-04  0.3788248E-03
   0.8654030E-06 -0.8746487E-04
   0.3480229E-04 -0.5495542E-03
   0.1191738E-03 -0.1008081E-02
   0.2540595E-03 -0.1463833E-02
   0.4389081E-03 -0.1917634E-02
   0.6735288E-03 -0.2370227E-02
   0.9580956E-03 -0.2822327E-02
   0.1293182E-02 -0.3274681E-02
   0.1679777E-02 -0.3728054E-02
   0.2119216E-02 -0.4183146E-02
   0.2613374E-02 -0.4640775E-02
   0.3164658E-02 -0.5101797E-02
   0.3776107E-02 -0.5567143E-02
   0.4451518E-02 -0.6037842E-02
   0.5195619E-02 -0.6515050E-02
   0.6014377E-02 -0.7000134E-02
   0.6915286E-02 -0.7494689E-02
   0.7907939E-02 -0.8000649E-02
   0.9004655E-02 -0.8520345E-02
   0.1022160E-01 -0.9056673E-02
   0.1158095E-01 -0.9613507E-02
   0.1311420E-01 -0.1019616E-01
   0.1486852E-01 -0.1081229E-01
   0.1691903E-01 -0.1147346E-01
   0.1939916E-01 -0.1219902E-01
   0.2257088E-01 -0.1302160E-01
   0.2737105E-01 -0.1405619E-01
   0.3354437E-01 -0.1501067E-01
   0.3823694E-01 -0.1546386E-01
   0.4275644E-01 -0.1571571E-01
   0.4845217E-01 -0.1587173E-01
   0.5433968E-01 -0.1598842E-01
   0.5946640E-01 -0.1609705E-01
   0.6429570E-01 -0.1620140E-01
   0.6904158E-01 -0.1630235E-01
   0.7384063E-01 -0.1639957E-01
   0.7880454E-01 -0.1649169E-01
