E201  (11.88%)
    1.000000      0.7792702E-19
   0.9967360      0.5421185E-03
   0.9925387      0.1301956E-02
   0.9878602      0.2215761E-02
   0.9827110      0.3276757E-02
   0.9771183      0.4471086E-02
   0.9711561      0.5769455E-02
   0.9649408      0.7126305E-02
   0.9585977      0.8502446E-02
   0.9522184      0.9869570E-02
   0.9458352      0.1121277E-01
   0.9394352      0.1253236E-01
   0.9330024      0.1383306E-01
   0.9265284      0.1511801E-01
   0.9200126      0.1638875E-01
   0.9134607      0.1764613E-01
   0.9068787      0.1889135E-01
   0.9002714      0.2012593E-01
   0.8936424      0.2135175E-01
   0.8869941      0.2257071E-01
   0.8803280      0.2378392E-01
   0.8736464      0.2499218E-01
   0.8669517      0.2619621E-01
   0.8602473      0.2739666E-01
   0.8535369      0.2859397E-01
   0.8468240      0.2978762E-01
   0.8401114      0.3097687E-01
   0.8334006      0.3216117E-01
   0.8266920      0.3334014E-01
   0.8199854      0.3451358E-01
   0.8132792      0.3568155E-01
   0.8065719      0.3684440E-01
   0.7998625      0.3800246E-01
   0.7931505      0.3915593E-01
   0.7864359      0.4030498E-01
   0.7797191      0.4144963E-01
   0.7730014      0.4258983E-01
   0.7662837      0.4372523E-01
   0.7595670      0.4485548E-01
   0.7528518      0.4598025E-01
   0.7461384      0.4709929E-01
   0.7394266      0.4821241E-01
   0.7327159      0.4931947E-01
   0.7260056      0.5042042E-01
   0.7192949      0.5151529E-01
   0.7125837      0.5260408E-01
   0.7058718      0.5368673E-01
   0.6991594      0.5476313E-01
   0.6924472      0.5583313E-01
   0.6857359      0.5689654E-01
   0.6790268      0.5795296E-01
   0.6723206      0.5900181E-01
   0.6656181      0.6004251E-01
   0.6589195      0.6107453E-01
   0.6522249      0.6209742E-01
   0.6455339      0.6311073E-01
   0.6388460      0.6411410E-01
   0.6321603      0.6510721E-01
   0.6254762      0.6608977E-01
   0.6187935      0.6706147E-01
   0.6121122      0.6802189E-01
   0.6054330      0.6897060E-01
   0.5987568      0.6990710E-01
   0.5920851      0.7083083E-01
   0.5854197      0.7174112E-01
   0.5787623      0.7263676E-01
   0.5721142      0.7351641E-01
   0.5654762      0.7437881E-01
   0.5588487      0.7522280E-01
   0.5522314      0.7604728E-01
