E176  (8.83%)
    1.000000     -0.1067261E-18
   0.9967873      0.3070603E-03
   0.9923842      0.7545821E-03
   0.9873382      0.1303521E-02
   0.9818368      0.1941644E-02
   0.9759831      0.2655027E-02
   0.9698885      0.3421115E-02
   0.9636540      0.4219209E-02
   0.9573578      0.5038760E-02
   0.9510470      0.5873453E-02
   0.9447321      0.6721334E-02
   0.9384047      0.7582007E-02
   0.9320590      0.8454452E-02
   0.9256944      0.9336912E-02
   0.9193161      0.1022702E-01
   0.9129317      0.1112324E-01
   0.9065472      0.1202481E-01
   0.9001660      0.1293132E-01
   0.8937892      0.1384273E-01
   0.8874149      0.1475927E-01
   0.8810407      0.1568100E-01
   0.8746644      0.1660782E-01
   0.8682848      0.1753951E-01
   0.8619016      0.1847571E-01
   0.8555152      0.1941597E-01
   0.8491267      0.2035983E-01
   0.8427372      0.2130701E-01
   0.8363473      0.2225727E-01
   0.8299575      0.2321046E-01
   0.8235677      0.2416644E-01
   0.8171775      0.2512515E-01
   0.8107863      0.2608647E-01
   0.8043932      0.2705010E-01
   0.7979978      0.2801568E-01
   0.7915998      0.2898282E-01
   0.7851992      0.2995108E-01
   0.7787961      0.3092001E-01
   0.7723910      0.3188912E-01
   0.7659846      0.3285811E-01
   0.7595773      0.3382679E-01
   0.7531700      0.3479501E-01
   0.7467632      0.3576259E-01
   0.7403576      0.3672937E-01
   0.7339537      0.3769518E-01
   0.7275522      0.3865986E-01
   0.7211536      0.3962301E-01
   0.7147582      0.4058415E-01
   0.7083660      0.4154280E-01
   0.7019771      0.4249852E-01
   0.6955911      0.4345091E-01
   0.6892076      0.4439959E-01
   0.6828259      0.4534420E-01
   0.6764453      0.4628452E-01
   0.6700650      0.4722052E-01
   0.6636847      0.4815212E-01
   0.6573043      0.4907923E-01
   0.6509238      0.5000171E-01
   0.6445436      0.5091939E-01
   0.6381643      0.5183206E-01
   0.6317866      0.5273945E-01
   0.6254115      0.5364085E-01
   0.6190397      0.5453533E-01
   0.6126721      0.5542199E-01
   0.6063093      0.5629993E-01
   0.5999519      0.5716828E-01
   0.5936004      0.5802620E-01
   0.5872554      0.5887284E-01
   0.5809171      0.5970734E-01
   0.5745858      0.6052868E-01
   0.5682615      0.6133584E-01
   0.5619439      0.6212786E-01
   0.5556325      0.6290380E-01
   0.5493264      0.6366274E-01
   0.5430247      0.6440381E-01
   0.5367262      0.6512617E-01
   0.5304295      0.6582923E-01
   0.5241334      0.6651284E-01
   0.5178373      0.6717683E-01
   0.5115405      0.6782101E-01
   0.5052431      0.6844513E-01
   0.4989452      0.6904891E-01
   0.4926475      0.6963204E-01
   0.4863507      0.7019420E-01
   0.4800559      0.7073480E-01
   0.4737641      0.7125315E-01
   0.4674758      0.7174855E-01
   0.4611912      0.7222036E-01
   0.4549104      0.7266796E-01
   0.4486331      0.7309075E-01
   0.4423587      0.7348813E-01
   0.4360864      0.7385960E-01
   0.4298153      0.7420488E-01
   0.4235450      0.7452375E-01
   0.4172751      0.7481597E-01
   0.4110056      0.7508128E-01
   0.4047367      0.7531940E-01
   0.3984690      0.7553007E-01
   0.3922031      0.7571299E-01
   0.3859401      0.7586778E-01
   0.3796806      0.7599390E-01
   0.3734252      0.7609086E-01
   0.3671740      0.7615815E-01
   0.3609268      0.7619528E-01
   0.3546834      0.7620174E-01
   0.3484430      0.7617704E-01
   0.3422047      0.7612082E-01
   0.3359675      0.7603316E-01
   0.3297307      0.7591424E-01
   0.3234934      0.7576418E-01
   0.3172553      0.7558312E-01
   0.3110159      0.7537117E-01
   0.3047749      0.7512845E-01
   0.2985322      0.7485510E-01
   0.2922879      0.7455133E-01
   0.2860422      0.7421740E-01
   0.2797956      0.7385357E-01
   0.2735489      0.7346013E-01
   0.2673031      0.7303742E-01
   0.2610594      0.7258579E-01
   0.2548192      0.7210542E-01
   0.2485839      0.7159600E-01
   0.2423546      0.7105715E-01
   0.2361322      0.7048848E-01
   0.2299171      0.6988955E-01
   0.2237094      0.6925996E-01
   0.2175092      0.6859921E-01
   0.2113161      0.6790680E-01
   0.2051303      0.6718220E-01
   0.1989523      0.6642495E-01
   0.1927827      0.6563460E-01
   0.1866227      0.6481081E-01
   0.1804737      0.6395325E-01
   0.1743374      0.6306137E-01
   0.1682156      0.6213424E-01
   0.1621095      0.6117089E-01
   0.1560200      0.6017036E-01
   0.1499479      0.5913161E-01
   0.1438934      0.5805356E-01
   0.1378573      0.5693467E-01
   0.1318416      0.5577328E-01
   0.1258496      0.5456810E-01
   0.1198862      0.5331822E-01
   0.1139572      0.5202320E-01
   0.1080693      0.5068256E-01
   0.1022263      0.4929475E-01
   0.9642742E-01  0.4785713E-01
   0.9066721E-01  0.4636588E-01
   0.8493613E-01  0.4481578E-01
   0.7922479E-01  0.4320003E-01
   0.7354109E-01  0.4151476E-01
   0.6791705E-01  0.3976404E-01
   0.6240514E-01  0.3796082E-01
   0.5706738E-01  0.3612428E-01
   0.5193398E-01  0.3426228E-01
   0.4697395E-01  0.3236105E-01
   0.4211269E-01  0.3038721E-01
   0.3724192E-01  0.2828508E-01
   0.3233912E-01  0.2602179E-01
   0.2767222E-01  0.2370676E-01
   0.2361280E-01  0.2154697E-01
   0.2026881E-01  0.1964338E-01
   0.1747579E-01  0.1793480E-01
   0.1504438E-01  0.1633146E-01
   0.1284122E-01  0.1475929E-01
   0.1076691E-01  0.1314827E-01
   0.8766991E-02  0.1145750E-01
   0.6936006E-02  0.9787790E-02
   0.5404234E-02  0.8303791E-02
   0.4174107E-02  0.7058159E-02
   0.3178959E-02  0.6014836E-02
   0.2374069E-02  0.5116149E-02
   0.1724696E-02  0.4312748E-02
   0.1201752E-02  0.3571793E-02
   0.7853708E-03  0.2871565E-02
   0.4628515E-03  0.2196790E-02
   0.2267429E-03  0.1535753E-02
   0.7374346E-04  0.8785151E-03
   0.4297780E-05  0.2156558E-03
   0.1874404E-04 -0.4596873E-03
   0.1131723E-03 -0.1148141E-02
   0.2862997E-03 -0.1848725E-02
   0.5398682E-03 -0.2559136E-02
   0.8783656E-03 -0.3274905E-02
