E222  (10.17%)
    1.000000      0.2913793E-18
   0.9967318      0.6987683E-03
   0.9924264      0.1672349E-02
   0.9875457      0.2824117E-02
   0.9821906      0.4109189E-02
   0.9765304      0.5463563E-02
   0.9707164      0.6824413E-02
   0.9648004      0.8160737E-02
   0.9587891      0.9470195E-02
   0.9526887      0.1075291E-01
   0.9465059      0.1200982E-01
   0.9402490      0.1324417E-01
   0.9339282      0.1445990E-01
   0.9275561      0.1566109E-01
   0.9211471      0.1685063E-01
   0.9147138      0.1802776E-01
   0.9082658      0.1919166E-01
   0.9018091      0.2034223E-01
   0.8953460      0.2148005E-01
   0.8888760      0.2260593E-01
   0.8823987      0.2372048E-01
   0.8759140      0.2482415E-01
   0.8694228      0.2591732E-01
   0.8629264      0.2700022E-01
   0.8564269      0.2807274E-01
   0.8499259      0.2913449E-01
   0.8434243      0.3018513E-01
   0.8369228      0.3122443E-01
   0.8304211      0.3225226E-01
   0.8239186      0.3326859E-01
   0.8174141      0.3427360E-01
   0.8109071      0.3526755E-01
   0.8043970      0.3625062E-01
   0.7978838      0.3722297E-01
   0.7913677      0.3818468E-01
   0.7848494      0.3913579E-01
   0.7783298      0.4007619E-01
   0.7718093      0.4100565E-01
   0.7652886      0.4192399E-01
   0.7587678      0.4283105E-01
   0.7522467      0.4372672E-01
   0.7457250      0.4461091E-01
   0.7392021      0.4548361E-01
   0.7326774      0.4634492E-01
   0.7261503      0.4719499E-01
   0.7196207      0.4803393E-01
   0.7130886      0.4886180E-01
   0.7065545      0.4967866E-01
   0.7000188      0.5048452E-01
   0.6934825      0.5127932E-01
   0.6869464      0.5206278E-01
   0.6804110      0.5283457E-01
   0.6738768      0.5359439E-01
   0.6673438      0.5434195E-01
   0.6608119      0.5507703E-01
   0.6542807      0.5579940E-01
   0.6477495      0.5650889E-01
   0.6412174      0.5720550E-01
   0.6346838      0.5788934E-01
   0.6281484      0.5856050E-01
   0.6216110      0.5921904E-01
   0.6150716      0.5986498E-01
   0.6085306      0.6049835E-01
   0.6019886      0.6111914E-01
   0.5954462      0.6172724E-01
   0.5889043      0.6232235E-01
   0.5823633      0.6290415E-01
   0.5758236      0.6347234E-01
   0.5692854      0.6402664E-01
   0.5627487      0.6456679E-01
   0.5562133      0.6509254E-01
   0.5496788      0.6560366E-01
   0.5431447      0.6610002E-01
   0.5366107      0.6658157E-01
   0.5300764      0.6704824E-01
   0.5235417      0.6749994E-01
   0.5170066      0.6793660E-01
   0.5104711      0.6835810E-01
   0.5039355      0.6876436E-01
   0.4973999      0.6915524E-01
   0.4908647      0.6953054E-01
   0.4843302      0.6989001E-01
   0.4777968      0.7023343E-01
   0.4712645      0.7056057E-01
   0.4647336      0.7087122E-01
   0.4582041      0.7116515E-01
   0.4516762      0.7144216E-01
   0.4451499      0.7170201E-01
   0.4386252      0.7194445E-01
   0.4321021      0.7216924E-01
   0.4255807      0.7237611E-01
   0.4190610      0.7256482E-01
   0.4125431      0.7273512E-01
   0.4060269      0.7288676E-01
   0.3995126      0.7301948E-01
   0.3930001      0.7313300E-01
   0.3864896      0.7322705E-01
   0.3799812      0.7330133E-01
   0.3734751      0.7335557E-01
   0.3669716      0.7338948E-01
   0.3604710      0.7340279E-01
   0.3539735      0.7339522E-01
