E193  (10.22%)
    1.000000      0.5963111E-18
   0.9969857      0.4498124E-03
   0.9930595      0.1082883E-02
   0.9886245      0.1852051E-02
   0.9836855      0.2758305E-02
   0.9782545      0.3796255E-02
   0.9723881      0.4945782E-02
   0.9661998      0.6167264E-02
   0.9598282      0.7422093E-02
   0.9533884      0.8680667E-02
   0.9469343      0.9925679E-02
   0.9404616      0.1115504E-01
   0.9339571      0.1237221E-01
   0.9274136      0.1357951E-01
   0.9208312      0.1477798E-01
   0.9142153      0.1596807E-01
   0.9075721      0.1715055E-01
   0.9009065      0.1832649E-01
   0.8942223      0.1949725E-01
   0.8875218      0.2066426E-01
   0.8808069      0.2182821E-01
   0.8740796      0.2298954E-01
   0.8673426      0.2414860E-01
   0.8605991      0.2530568E-01
   0.8538525      0.2646088E-01
   0.8471062      0.2761361E-01
   0.8403623      0.2876312E-01
   0.8336221      0.2990888E-01
   0.8268853      0.3105053E-01
   0.8201509      0.3218792E-01
   0.8134166      0.3332120E-01
   0.8066805      0.3445088E-01
   0.7999411      0.3557740E-01
   0.7931981      0.3670106E-01
   0.7864517      0.3782204E-01
   0.7797031      0.3894037E-01
   0.7729544      0.4005585E-01
   0.7662076      0.4116787E-01
   0.7594643      0.4227576E-01
   0.7527253      0.4337897E-01
   0.7459910      0.4447703E-01
   0.7392609      0.4556959E-01
   0.7325343      0.4665641E-01
   0.7258097      0.4773742E-01
   0.7190859      0.4881275E-01
   0.7123620      0.4988246E-01
   0.7056377      0.5094654E-01
   0.6989128      0.5200495E-01
   0.6921878      0.5305756E-01
   0.6854633      0.5410417E-01
   0.6787404      0.5514443E-01
   0.6720200      0.5617783E-01
   0.6653028      0.5720387E-01
   0.6585892      0.5822213E-01
   0.6518794      0.5923220E-01
   0.6451734      0.6023370E-01
   0.6384711      0.6122631E-01
   0.6317719      0.6220968E-01
   0.6250758      0.6318336E-01
   0.6183828      0.6414685E-01
   0.6116933      0.6509962E-01
   0.6050081      0.6604107E-01
   0.5983283      0.6697060E-01
   0.5916553      0.6788754E-01
   0.5849907      0.6879110E-01
   0.5783362      0.6968005E-01
   0.5716927      0.7055314E-01
   0.5650608      0.7140921E-01
   0.5584406      0.7224715E-01
   0.5518317      0.7306597E-01
   0.5452332      0.7386471E-01
   0.5386440      0.7464250E-01
   0.5320627      0.7539873E-01
   0.5254879      0.7613295E-01
   0.5189188      0.7684466E-01
   0.5123548      0.7753331E-01
   0.5057955      0.7819835E-01
   0.4992407      0.7883919E-01
   0.4926906      0.7945520E-01
   0.4861455      0.8004577E-01
   0.4796059      0.8061027E-01
   0.4730720      0.8114811E-01
   0.4665438      0.8165870E-01
