E207  (12.04%)
    1.000000     -0.1490778E-18
   0.9965180      0.4427808E-03
   0.9920514      0.1085986E-02
   0.9871052      0.1874744E-02
   0.9817174      0.2792386E-02
   0.9759466      0.3818972E-02
   0.9698844      0.4925015E-02
   0.9636329      0.6074530E-02
   0.9572819      0.7240786E-02
   0.9508949      0.8403416E-02
   0.9444974      0.9549418E-02
   0.9380860      0.1067656E-01
   0.9316538      0.1178682E-01
   0.9251961      0.1288181E-01
   0.9187104      0.1396281E-01
   0.9121963      0.1503181E-01
   0.9056550      0.1609147E-01
   0.8990890      0.1714434E-01
   0.8925024      0.1819281E-01
   0.8859008      0.1923885E-01
   0.8792896      0.2028257E-01
   0.8726734      0.2132346E-01
   0.8660550      0.2236125E-01
   0.8594362      0.2339590E-01
   0.8528172      0.2442759E-01
   0.8461969      0.2545666E-01
   0.8395745      0.2648350E-01
   0.8329495      0.2750843E-01
   0.8263217      0.2853169E-01
   0.8196916      0.2955346E-01
   0.8130598      0.3057387E-01
   0.8064273      0.3159279E-01
   0.7997950      0.3260995E-01
   0.7931636      0.3362508E-01
   0.7865334      0.3463797E-01
   0.7799046      0.3564842E-01
   0.7732771      0.3665630E-01
   0.7666507      0.3766150E-01
   0.7600249      0.3866401E-01
   0.7533994      0.3966382E-01
   0.7467741      0.4066090E-01
   0.7401487      0.4165524E-01
   0.7335230      0.4264678E-01
   0.7268969      0.4363550E-01
   0.7202705      0.4462132E-01
   0.7136438      0.4560417E-01
   0.7070168      0.4658395E-01
   0.7003898      0.4756057E-01
   0.6937630      0.4853389E-01
   0.6871369      0.4950381E-01
   0.6805118      0.5047017E-01
   0.6738882      0.5143279E-01
   0.6672667      0.5239128E-01
   0.6606474      0.5334523E-01
   0.6540306      0.5429426E-01
   0.6474163      0.5523800E-01
   0.6408043      0.5617610E-01
   0.6341942      0.5710825E-01
   0.6275858      0.5803416E-01
   0.6209784      0.5895362E-01
   0.6143717      0.5986653E-01
   0.6077655      0.6077275E-01
   0.6011596      0.6167210E-01
   0.5945542      0.6256441E-01
   0.5879494      0.6344948E-01
   0.5813457      0.6432709E-01
   0.5747435      0.6519692E-01
   0.5681434      0.6605836E-01
   0.5615460      0.6691074E-01
   0.5549518      0.6775336E-01
   0.5483615      0.6858556E-01
   0.5417756      0.6940667E-01
   0.5351949      0.7021601E-01
   0.5286200      0.7101292E-01
   0.5220516      0.7179653E-01
   0.5154901      0.7256572E-01
   0.5089359      0.7331937E-01
   0.5023890      0.7405641E-01
   0.4958495      0.7477579E-01
   0.4893171      0.7547649E-01
   0.4827915      0.7615752E-01
   0.4762721      0.7681793E-01
   0.4697583      0.7745696E-01
   0.4632498      0.7807391E-01
   0.4567460      0.7866806E-01
   0.4502467      0.7923872E-01
   0.4437515      0.7978516E-01
   0.4372603      0.8030666E-01
   0.4307729      0.8080249E-01
   0.4242892      0.8127197E-01
   0.4178092      0.8171446E-01
   0.4113330      0.8212932E-01
   0.4048607      0.8251593E-01
   0.3983924      0.8287365E-01
   0.3919284      0.8320186E-01
   0.3854690      0.8349993E-01
   0.3790143      0.8376724E-01
   0.3725647      0.8400310E-01
   0.3661205      0.8420686E-01
   0.3596817      0.8437783E-01
   0.3532484      0.8451536E-01
   0.3468205      0.8461879E-01
   0.3403977      0.8468746E-01
   0.3339798      0.8472073E-01
   0.3275665      0.8471807E-01
   0.3211580      0.8467897E-01
   0.3147542      0.8460293E-01
   0.3083556      0.8448945E-01
   0.3019627      0.8433804E-01
   0.2955762      0.8414823E-01
   0.2891969      0.8391953E-01
   0.2828256      0.8365143E-01
   0.2764626      0.8334337E-01
   0.2701080      0.8299476E-01
   0.2637611      0.8260501E-01
   0.2574211      0.8217345E-01
   0.2510867      0.8169938E-01
   0.2447561      0.8118240E-01
   0.2384282      0.8062263E-01
   0.2321024      0.8002022E-01
   0.2257787      0.7937539E-01
   0.2194581      0.7868840E-01
   0.2131418      0.7795965E-01
   0.2068321      0.7718938E-01
   0.2005313      0.7637727E-01
   0.1942415      0.7552288E-01
   0.1879648      0.7462577E-01
   0.1817028      0.7368557E-01
   0.1754571      0.7270186E-01
   0.1692291      0.7167412E-01
   0.1630202      0.7060141E-01
   0.1568316      0.6948273E-01
   0.1506647      0.6831711E-01
   0.1445205      0.6710362E-01
   0.1384002      0.6584129E-01
   0.1323052      0.6452881E-01
   0.1262383      0.6316475E-01
   0.1202034      0.6174809E-01
   0.1142060      0.6027825E-01
   0.1082522      0.5875518E-01
   0.1023494      0.5717851E-01
   0.9650367E-01  0.5554659E-01
   0.9071895E-01  0.5385733E-01
   0.8499666E-01  0.5210816E-01
   0.7933627E-01  0.5029600E-01
   0.7373969E-01  0.4841717E-01
   0.6822097E-01  0.4647117E-01
   0.6280683E-01  0.4446343E-01
   0.5753277E-01  0.4240522E-01
   0.5243746E-01  0.4031099E-01
   0.4754770E-01  0.3818977E-01
   0.4286864E-01  0.3604364E-01
   0.3839053E-01  0.3386942E-01
   0.3409901E-01  0.3166052E-01
   0.3002421E-01  0.2942808E-01
   0.2626010E-01  0.2722688E-01
   0.2289409E-01  0.2512679E-01
   0.1995442E-01  0.2317559E-01
   0.1741142E-01  0.2138021E-01
   0.1519813E-01  0.1971624E-01
   0.1324729E-01  0.1815372E-01
   0.1150556E-01  0.1666679E-01
   0.9933206E-02  0.1523489E-01
   0.8501454E-02  0.1384107E-01
   0.7198839E-02  0.1248034E-01
   0.6027892E-02  0.1116524E-01
   0.4990455E-02  0.9913358E-02
   0.4080845E-02  0.8737308E-02
   0.3286515E-02  0.7641482E-02
   0.2591891E-02  0.6623608E-02
   0.1988769E-02  0.5678672E-02
   0.1475885E-02  0.4798453E-02
   0.1047616E-02  0.3971865E-02
   0.6977357E-03  0.3188350E-02
   0.4212202E-03  0.2438755E-02
   0.2147452E-03  0.1715232E-02
   0.7681790E-04  0.1010886E-02
   0.7893576E-05  0.3193758E-03
   0.1064466E-04 -0.3655227E-03
   0.8835539E-04 -0.1050006E-02
   0.2391802E-03 -0.1738955E-02
   0.4620074E-03 -0.2436370E-02
   0.7580182E-03 -0.3145814E-02
   0.1130500E-02 -0.3870455E-02
   0.1584771E-02 -0.4612863E-02
   0.2127989E-02 -0.5374387E-02
   0.2768350E-02 -0.6153651E-02
   0.3513084E-02 -0.6943961E-02
   0.4373875E-02 -0.7739232E-02
   0.5368765E-02 -0.8537331E-02
   0.6516598E-02 -0.9336183E-02
   0.7834679E-02 -0.1013458E-01
   0.9335573E-02 -0.1093424E-01
   0.1102420E-01 -0.1174371E-01
   0.1289867E-01 -0.1258441E-01
   0.1496900E-01 -0.1347770E-01
   0.1726524E-01 -0.1442642E-01
   0.1982144E-01 -0.1542883E-01
   0.2267311E-01 -0.1647812E-01
   0.2585560E-01 -0.1756052E-01
   0.2940649E-01 -0.1865705E-01
   0.3335890E-01 -0.1975535E-01
   0.3772528E-01 -0.2084529E-01
   0.4248670E-01 -0.2191801E-01
   0.4759276E-01 -0.2297103E-01
   0.5298119E-01 -0.2399912E-01
   0.5858591E-01 -0.2498576E-01
   0.6434139E-01 -0.2591837E-01
   0.7020084E-01 -0.2679152E-01
   0.7614734E-01 -0.2760642E-01
