E205  (10.48%)
    1.000000     -0.2742269E-19
   0.9966119      0.3807755E-03
   0.9921852      0.9366764E-03
   0.9872426      0.1623018E-02
   0.9818614      0.2429433E-02
   0.9760992      0.3340364E-02
   0.9700394      0.4327472E-02
   0.9637839      0.5355466E-02
   0.9574290      0.6400502E-02
   0.9510433      0.7445412E-02
   0.9446544      0.8480099E-02
   0.9382592      0.9503091E-02
   0.9318515      0.1051556E-01
   0.9254270      0.1151834E-01
   0.9189833      0.1251203E-01
   0.9125200      0.1349799E-01
   0.9060379      0.1447826E-01
   0.8995387      0.1545479E-01
   0.8930251      0.1642942E-01
   0.8865009      0.1740372E-01
   0.8799700      0.1837786E-01
   0.8734354      0.1935154E-01
   0.8668995      0.2032459E-01
   0.8603641      0.2129695E-01
   0.8538297      0.2226865E-01
   0.8472965      0.2323977E-01
   0.8407643      0.2421024E-01
   0.8342327      0.2517998E-01
   0.8277016      0.2614893E-01
   0.8211706      0.2711702E-01
   0.8146395      0.2808420E-01
   0.8081078      0.2905047E-01
   0.8015753      0.3001592E-01
   0.7950421      0.3098060E-01
   0.7885082      0.3194458E-01
   0.7819739      0.3290787E-01
   0.7754396      0.3387046E-01
   0.7689058      0.3483233E-01
   0.7623731      0.3579321E-01
   0.7558419      0.3675281E-01
   0.7493125      0.3771084E-01
   0.7427850      0.3866704E-01
   0.7362592      0.3962116E-01
   0.7297350      0.4057301E-01
   0.7232120      0.4152240E-01
   0.7166897      0.4246928E-01
   0.7101678      0.4341363E-01
   0.7036461      0.4435540E-01
   0.6971244      0.4529455E-01
   0.6906027      0.4623100E-01
   0.6840811      0.4716467E-01
   0.6775599      0.4809545E-01
   0.6710392      0.4902315E-01
   0.6645192      0.4994751E-01
   0.6580004      0.5086828E-01
   0.6514827      0.5178521E-01
   0.6449664      0.5269803E-01
   0.6384517      0.5360652E-01
   0.6319387      0.5451042E-01
   0.6254275      0.5540949E-01
   0.6189181      0.5630337E-01
   0.6124107      0.5719172E-01
   0.6059052      0.5807417E-01
   0.5994017      0.5895037E-01
   0.5929002      0.5981999E-01
   0.5864006      0.6068267E-01
   0.5799030      0.6153808E-01
   0.5734073      0.6238581E-01
   0.5669135      0.6322537E-01
   0.5604219      0.6405626E-01
   0.5539325      0.6487794E-01
   0.5474459      0.6568988E-01
   0.5409625      0.6649154E-01
   0.5344830      0.6728236E-01
   0.5280080      0.6806177E-01
   0.5215382      0.6882886E-01
   0.5150743      0.6958259E-01
   0.5086166      0.7032189E-01
   0.5021654      0.7104577E-01
   0.4957208      0.7175322E-01
   0.4892826      0.7244329E-01
   0.4828506      0.7311505E-01
   0.4764245      0.7376761E-01
   0.4700037      0.7440018E-01
   0.4635880      0.7501202E-01
   0.4571771      0.7560237E-01
   0.4507706      0.7617046E-01
   0.4443683      0.7671556E-01
   0.4379699      0.7723688E-01
   0.4315754      0.7773369E-01
   0.4251846      0.7820526E-01
   0.4187974      0.7865101E-01
   0.4124138      0.7907032E-01
   0.4060338      0.7946260E-01
   0.3996573      0.7982723E-01
   0.3932842      0.8016363E-01
   0.3869147      0.8047118E-01
   0.3805487      0.8074930E-01
   0.3741862      0.8099742E-01
   0.3678274      0.8121496E-01
   0.3614725      0.8140135E-01
   0.3551216      0.8155605E-01
   0.3487750      0.8167847E-01
   0.3424329      0.8176807E-01
   0.3360956      0.8182430E-01
   0.3297635      0.8184653E-01
   0.3234368      0.8183415E-01
   0.3171159      0.8178655E-01
   0.3108008      0.8170309E-01
   0.3044918      0.8158316E-01
   0.2981888      0.8142615E-01
   0.2918920      0.8123147E-01
   0.2856013      0.8099868E-01
   0.2793165      0.8072740E-01
   0.2730375      0.8041727E-01
   0.2667639      0.8006787E-01
   0.2604953      0.7967879E-01
   0.2542311      0.7924957E-01
   0.2479707      0.7877987E-01
   0.2417135      0.7826966E-01
   0.2354594      0.7771900E-01
   0.2292084      0.7712794E-01
   0.2229609      0.7649658E-01
   0.2167178      0.7582506E-01
   0.2104801      0.7511353E-01
   0.2042491      0.7436179E-01
   0.1980263      0.7356946E-01
   0.1918133      0.7273621E-01
   0.1856117      0.7186175E-01
   0.1794231      0.7094583E-01
   0.1732493      0.6998822E-01
   0.1670920      0.6898823E-01
   0.1609530      0.6794489E-01
   0.1548335      0.6685723E-01
   0.1487345      0.6572424E-01
   0.1426568      0.6454490E-01
   0.1366009      0.6331800E-01
   0.1305684      0.6204194E-01
   0.1245624      0.6071540E-01
   0.1185873      0.5933751E-01
   0.1126492      0.5790792E-01
   0.1067551      0.5642668E-01
   0.1009118      0.5489281E-01
   0.9512298E-01  0.5330420E-01
   0.8938824E-01  0.5165789E-01
   0.8370395E-01  0.4994992E-01
   0.7806445E-01  0.4817505E-01
   0.7247305E-01  0.4632879E-01
   0.6695134E-01  0.4441283E-01
   0.6153716E-01  0.4243654E-01
   0.5627873E-01  0.4041627E-01
   0.5121723E-01  0.3836608E-01
   0.4635663E-01  0.3628549E-01
   0.4166846E-01  0.3416077E-01
   0.3710464E-01  0.3196662E-01
   0.3263788E-01  0.2967984E-01
   0.2837447E-01  0.2734509E-01
   0.2451144E-01  0.2508022E-01
   0.2117621E-01  0.2299356E-01
   0.1835473E-01  0.2111036E-01
   0.1593724E-01  0.1938434E-01
   0.1381582E-01  0.1776136E-01
   0.1191127E-01  0.1619690E-01
   0.1016667E-01  0.1465371E-01
   0.8546099E-02  0.1310655E-01
   0.7060639E-02  0.1157716E-01
   0.5746554E-02  0.1012434E-01
   0.4620034E-02  0.8796939E-02
   0.3666361E-02  0.7609765E-02
   0.2856888E-02  0.6552768E-02
   0.2175447E-02  0.5605310E-02
   0.1609495E-02  0.4742239E-02
   0.1144000E-02  0.3941685E-02
   0.7667915E-03  0.3186881E-02
