E61  (5.64%)
    1.000000     -0.6098637E-19
   0.9969457      0.1291970E-02
   0.9924590      0.3280418E-02
   0.9873181      0.5635830E-02
   0.9819628      0.8109123E-02
   0.9765330      0.1059124E-01
   0.9711007      0.1300881E-01
   0.9656916      0.1532898E-01
   0.9603007      0.1753947E-01
   0.9548972      0.1964159E-01
   0.9494467      0.2165209E-01
   0.9439265      0.2358622E-01
   0.9383267      0.2545352E-01
   0.9326497      0.2725958E-01
   0.9269034      0.2900977E-01
   0.9210965      0.3071006E-01
   0.9152389      0.3236690E-01
   0.9093404      0.3398614E-01
   0.9034092      0.3556962E-01
   0.8974521      0.3711849E-01
   0.8914744      0.3863445E-01
   0.8854804      0.4011963E-01
   0.8794728      0.4157600E-01
   0.8734531      0.4300429E-01
   0.8674223      0.4440515E-01
   0.8613814      0.4577931E-01
   0.8553306      0.4712760E-01
   0.8492702      0.4845092E-01
   0.8431999      0.4975017E-01
   0.8371200      0.5102622E-01
   0.8310308      0.5227987E-01
   0.8249329      0.5351186E-01
   0.8188274      0.5472290E-01
   0.8127153      0.5591357E-01
   0.8065978      0.5708394E-01
   0.8004756      0.5823405E-01
   0.7943492      0.5936397E-01
   0.7882188      0.6047384E-01
   0.7820843      0.6156386E-01
   0.7759453      0.6263427E-01
   0.7698013      0.6368550E-01
   0.7636519      0.6471801E-01
   0.7574971      0.6573224E-01
   0.7513370      0.6672856E-01
   0.7451721      0.6770732E-01
   0.7390030      0.6866885E-01
   0.7328306      0.6961331E-01
   0.7266558      0.7054045E-01
   0.7204793      0.7144990E-01
   0.7143015      0.7234134E-01
   0.7081228      0.7321447E-01
   0.7019432      0.7406904E-01
   0.6957626      0.7490481E-01
   0.6895807      0.7572159E-01
   0.6833972      0.7651930E-01
   0.6772118      0.7729788E-01
   0.6710245      0.7805723E-01
   0.6648351      0.7879727E-01
   0.6586436      0.7951789E-01
   0.6524502      0.8021897E-01
   0.6462551      0.8090039E-01
   0.6400585      0.8156194E-01
   0.6338607      0.8220340E-01
   0.6276618      0.8282456E-01
   0.6214619      0.8342521E-01
   0.6152611      0.8400515E-01
   0.6090594      0.8456417E-01
   0.6028568      0.8510209E-01
   0.5966531      0.8561875E-01
   0.5904483      0.8611410E-01
   0.5842422      0.8658808E-01
   0.5780349      0.8704063E-01
   0.5718263      0.8747168E-01
   0.5656164      0.8788118E-01
   0.5594051      0.8826905E-01
   0.5531925      0.8863524E-01
   0.5469785      0.8897976E-01
   0.5407632      0.8930268E-01
   0.5345466      0.8960406E-01
   0.5283287      0.8988397E-01
   0.5221095      0.9014248E-01
   0.5158890      0.9037964E-01
   0.5096673      0.9059553E-01
   0.5034442      0.9079021E-01
   0.4972200      0.9096381E-01
   0.4909945      0.9111648E-01
   0.4847678      0.9124834E-01
   0.4785400      0.9135954E-01
   0.4723113      0.9145021E-01
   0.4660816      0.9152049E-01
   0.4598512      0.9157051E-01
   0.4536202      0.9160037E-01
   0.4473887      0.9161009E-01
   0.4411569      0.9159970E-01
   0.4349250      0.9156924E-01
   0.4286931      0.9151874E-01
   0.4224615      0.9144822E-01
   0.4162302      0.9135773E-01
   0.4099995      0.9124729E-01
   0.4037696      0.9111680E-01
   0.3975406      0.9096613E-01
   0.3913128      0.9079514E-01
   0.3850862      0.9060370E-01
   0.3788611      0.9039168E-01
   0.3726375      0.9015894E-01
   0.3664156      0.8990535E-01
   0.3601956      0.8963075E-01
   0.3539776      0.8933492E-01
   0.3477616      0.8901764E-01
   0.3415479      0.8867869E-01
   0.3353365      0.8831787E-01
   0.3291275      0.8793494E-01
   0.3229211      0.8752970E-01
   0.3167173      0.8710191E-01
   0.3105163      0.8665130E-01
   0.3043181      0.8617757E-01
   0.2981231      0.8568045E-01
   0.2919315      0.8515966E-01
   0.2857435      0.8461493E-01
   0.2795595      0.8404600E-01
   0.2733798      0.8345256E-01
   0.2672047      0.8283417E-01
   0.2610347      0.8219034E-01
   0.2548699      0.8152059E-01
   0.2487107      0.8082444E-01
   0.2425572      0.8010138E-01
   0.2364096      0.7935093E-01
   0.2302680      0.7857254E-01
   0.2241327      0.7776560E-01
   0.2180039      0.7692952E-01
   0.2118823      0.7606372E-01
   0.2057683      0.7516764E-01
   0.1996628      0.7424077E-01
   0.1935665      0.7328254E-01
   0.1874805      0.7229200E-01
   0.1814058      0.7126804E-01
   0.1753431      0.7020958E-01
   0.1692933      0.6911551E-01
   0.1632569      0.6798474E-01
   0.1572346      0.6681615E-01
   0.1512268      0.6560851E-01
   0.1452343      0.6436061E-01
   0.1392576      0.6307121E-01
   0.1332973      0.6173908E-01
   0.1273539      0.6036298E-01
   0.1214284      0.5894111E-01
   0.1155233      0.5747104E-01
   0.1096433      0.5595081E-01
   0.1037943      0.5437912E-01
   0.9798419E-01  0.5275535E-01
   0.9222117E-01  0.5107907E-01
   0.8650873E-01  0.4934813E-01
   0.8084222E-01  0.4755791E-01
   0.7520944E-01  0.4570100E-01
   0.6959127E-01  0.4376653E-01
   0.6397703E-01  0.4174219E-01
   0.5839384E-01  0.3962733E-01
   0.5291047E-01  0.3744005E-01
   0.4762272E-01  0.3521566E-01
   0.4258895E-01  0.3297670E-01
   0.3775302E-01  0.3069476E-01
   0.3296694E-01  0.2828912E-01
   0.2799188E-01  0.2560545E-01
   0.2283034E-01  0.2257909E-01
   0.1825038E-01  0.1964456E-01
   0.1476292E-01  0.1721231E-01
   0.1203145E-01  0.1512561E-01
   0.9688088E-02  0.1314636E-01
   0.7485543E-02  0.1105167E-01
   0.5256130E-02  0.8613170E-02
   0.3463504E-02  0.6394333E-02
   0.2297596E-02  0.4835731E-02
   0.1467505E-02  0.3655880E-02
   0.8764628E-03  0.2702616E-02
   0.4611475E-03  0.1885662E-02
   0.1865731E-03  0.1157049E-02
   0.3567099E-04  0.4887159E-03
   0.3042555E-05 -0.1379109E-03
   0.9318906E-04 -0.7369218E-03
   0.3171623E-03 -0.1320416E-02
   0.6754001E-03 -0.1896915E-02
   0.1172512E-02 -0.2471169E-02
   0.1823428E-02 -0.3043693E-02
   0.2652661E-02 -0.3605701E-02
   0.3687815E-02 -0.4124882E-02
   0.4993311E-02 -0.4553360E-02
   0.6693159E-02 -0.4827850E-02
   0.8936352E-02 -0.4868511E-02
   0.1177007E-01 -0.4687496E-02
   0.1512573E-01 -0.4503996E-02
   0.1902787E-01 -0.4383587E-02
   0.2344494E-01 -0.4276495E-02
   0.2828655E-01 -0.4065508E-02
   0.3352965E-01 -0.3655892E-02
   0.3916568E-01 -0.3062196E-02
   0.4514074E-01 -0.2337715E-02
   0.5134344E-01 -0.1564711E-02
   0.5760183E-01 -0.7874619E-03
   0.6385760E-01 -0.4862668E-05
   0.7006970E-01  0.7865271E-03
   0.7621807E-01  0.1591819E-02
   0.8234033E-01  0.2416137E-02
   0.8847048E-01  0.3258350E-02
   0.9463062E-01  0.4115776E-02
   0.1008311      0.4984070E-02
   0.1070696      0.5857010E-02
   0.1133284      0.6728633E-02
   0.1195809      0.7595059E-02
   0.1258334      0.8457246E-02
   0.1320932      0.9316236E-02
   0.1383508      0.1017078E-01
   0.1445980      0.1101980E-01
   0.1508374      0.1186337E-01
   0.1570719      0.1270122E-01
   0.1633038      0.1353301E-01
   0.1695348      0.1435827E-01
   0.1757662      0.1517650E-01
   0.1819984      0.1598709E-01
   0.1882317      0.1678940E-01
   0.1944656      0.1758304E-01
   0.2006998      0.1836775E-01
   0.2069342      0.1914333E-01
   0.2131686      0.1990954E-01
   0.2194030      0.2066618E-01
   0.2256373      0.2141307E-01
   0.2318718      0.2215001E-01
   0.2381065      0.2287685E-01
   0.2443416      0.2359350E-01
   0.2505774      0.2429987E-01
   0.2568138      0.2499585E-01
   0.2630509      0.2568135E-01
   0.2692888      0.2635624E-01
   0.2755275      0.2702043E-01
   0.2817670      0.2767379E-01
   0.2880072      0.2831621E-01
   0.2942480      0.2894750E-01
   0.3004894      0.2956751E-01
   0.3067313      0.3017607E-01
   0.3129736      0.3077300E-01
   0.3192162      0.3135815E-01
   0.3254590      0.3193133E-01
   0.3317019      0.3249240E-01
   0.3379449      0.3304117E-01
   0.3441879      0.3357744E-01
   0.3504307      0.3410098E-01
   0.3566733      0.3461154E-01
   0.3629158      0.3510890E-01
   0.3691580      0.3559282E-01
   0.3754002      0.3606306E-01
   0.3816424      0.3651941E-01
   0.3878848      0.3696164E-01
   0.3941275      0.3738953E-01
   0.4003706      0.3780296E-01
   0.4066144      0.3820196E-01
   0.4128590      0.3858658E-01
   0.4191046      0.3895685E-01
   0.4253511      0.3931280E-01
   0.4315987      0.3965446E-01
   0.4378474      0.3998186E-01
   0.4440972      0.4029502E-01
   0.4503482      0.4059398E-01
   0.4566003      0.4087875E-01
   0.4628535      0.4114944E-01
   0.4691078      0.4140613E-01
   0.4753631      0.4164893E-01
   0.4816194      0.4187792E-01
   0.4878767      0.4209322E-01
   0.4941349      0.4229492E-01
   0.5003939      0.4248310E-01
   0.5066537      0.4265788E-01
   0.5129144      0.4281935E-01
   0.5191757      0.4296757E-01
   0.5254377      0.4310256E-01
   0.5317003      0.4322434E-01
   0.5379634      0.4333293E-01
   0.5442268      0.4342837E-01
   0.5504906      0.4351067E-01
   0.5567546      0.4357986E-01
   0.5630185      0.4363595E-01
   0.5692823      0.4367899E-01
   0.5755458      0.4370896E-01
   0.5818089      0.4372577E-01
   0.5880713      0.4372932E-01
   0.5943331      0.4371947E-01
   0.6005942      0.4369612E-01
   0.6068545      0.4365915E-01
   0.6131142      0.4360844E-01
   0.6193732      0.4354388E-01
   0.6256317      0.4346535E-01
   0.6318898      0.4337274E-01
   0.6381476      0.4326599E-01
   0.6444053      0.4314507E-01
   0.6506628      0.4300998E-01
   0.6569202      0.4286069E-01
   0.6631774      0.4269719E-01
   0.6694341      0.4251946E-01
   0.6756903      0.4232749E-01
   0.6819455      0.4212128E-01
   0.6881995      0.4190081E-01
   0.6944519      0.4166591E-01
   0.7007024      0.4141631E-01
   0.7069507      0.4115170E-01
   0.7131966      0.4087179E-01
   0.7194402      0.4057628E-01
   0.7256814      0.4026488E-01
   0.7319204      0.3993728E-01
   0.7381573      0.3959316E-01
   0.7443923      0.3923223E-01
   0.7506259      0.3885428E-01
   0.7568580      0.3845915E-01
   0.7630887      0.3804667E-01
   0.7693178      0.3761669E-01
   0.7755452      0.3716908E-01
   0.7817703      0.3670371E-01
   0.7879926      0.3622046E-01
   0.7942115      0.3571920E-01
   0.8004262      0.3519943E-01
   0.8066361      0.3466048E-01
   0.8128407      0.3410164E-01
   0.8190395      0.3352222E-01
   0.8252324      0.3292150E-01
   0.8314194      0.3229876E-01
   0.8376005      0.3165326E-01
   0.8437759      0.3098431E-01
   0.8499458      0.3029137E-01
   0.8561103      0.2957391E-01
   0.8622694      0.2883144E-01
   0.8684231      0.2806346E-01
   0.8745711      0.2726947E-01
   0.8807133      0.2644901E-01
   0.8868489      0.2560096E-01
   0.8929762      0.2472330E-01
   0.8990922      0.2381413E-01
   0.9051926      0.2287181E-01
   0.9112720      0.2189501E-01
   0.9173238      0.2088272E-01
   0.9233408      0.1983312E-01
   0.9293184      0.1874217E-01
   0.9352562      0.1760506E-01
   0.9411581      0.1641623E-01
   0.9470319      0.1516918E-01
   0.9528873      0.1385623E-01
   0.9587228      0.1247053E-01
   0.9645164      0.1101020E-01
   0.9702275      0.9479819E-02
   0.9758064      0.7891032E-02
   0.9812445      0.6252867E-02
   0.9866103      0.4551527E-02
   0.9919905      0.2765196E-02
   0.9968169      0.1110198E-02
    1.000000     -0.6098637E-19
