E471  (6.25%)
    1.000000      0.2270048E-18
   0.9967405      0.9197859E-03
   0.9920055      0.2313896E-02
   0.9866192      0.3948714E-02
   0.9809809      0.5676568E-02
   0.9752137      0.7437037E-02
   0.9693989      0.9183136E-02
   0.9635832      0.1088887E-01
   0.9577850      0.1254101E-01
   0.9519960      0.1413531E-01
   0.9461957      0.1567760E-01
   0.9403683      0.1717506E-01
   0.9345053      0.1863261E-01
   0.9286048      0.2005351E-01
   0.9226697      0.2144119E-01
   0.9167037      0.2279937E-01
   0.9107113      0.2413181E-01
   0.9046978      0.2544222E-01
   0.8986683      0.2673263E-01
   0.8926268      0.2800328E-01
   0.8865767      0.2925454E-01
   0.8805200      0.3048702E-01
   0.8744580      0.3170155E-01
   0.8683910      0.3289886E-01
   0.8623191      0.3407935E-01
   0.8562422      0.3524336E-01
   0.8501603      0.3639124E-01
   0.8440737      0.3752332E-01
   0.8379825      0.3863991E-01
   0.8318868      0.3974123E-01
   0.8257869      0.4082744E-01
   0.8196831      0.4189867E-01
   0.8135760      0.4295504E-01
   0.8074659      0.4399666E-01
   0.8013536      0.4502363E-01
   0.7952396      0.4603576E-01
   0.7891245      0.4703265E-01
   0.7830084      0.4801389E-01
   0.7768917      0.4897914E-01
   0.7707743      0.4992805E-01
   0.7646560      0.5086030E-01
   0.7585367      0.5177565E-01
   0.7524159      0.5267398E-01
   0.7462934      0.5355526E-01
   0.7401689      0.5441943E-01
   0.7340423      0.5526643E-01
   0.7279135      0.5609617E-01
   0.7217822      0.5690857E-01
   0.7156485      0.5770357E-01
   0.7095124      0.5848116E-01
   0.7033739      0.5924135E-01
   0.6972330      0.5998415E-01
   0.6910899      0.6070955E-01
   0.6849447      0.6141756E-01
   0.6787977      0.6210817E-01
   0.6726492      0.6278136E-01
   0.6664992      0.6343704E-01
   0.6603482      0.6407505E-01
   0.6541960      0.6469525E-01
   0.6480429      0.6529753E-01
   0.6418887      0.6588174E-01
   0.6357334      0.6644778E-01
   0.6295767      0.6699552E-01
   0.6234184      0.6752492E-01
   0.6172583      0.6803606E-01
   0.6110962      0.6852901E-01
   0.6049322      0.6900386E-01
   0.5987662      0.6946067E-01
   0.5925985      0.6989952E-01
   0.5864293      0.7032046E-01
   0.5802588      0.7072354E-01
   0.5740875      0.7110875E-01
   0.5679156      0.7147602E-01
   0.5617433      0.7182527E-01
   0.5555706      0.7215645E-01
   0.5493974      0.7246950E-01
   0.5432236      0.7276437E-01
   0.5370487      0.7304102E-01
   0.5308723      0.7329943E-01
   0.5246940      0.7353981E-01
   0.5185133      0.7376254E-01
   0.5123300      0.7396798E-01
   0.5061442      0.7415648E-01
   0.4999559      0.7432838E-01
   0.4937654      0.7448403E-01
   0.4875732      0.7462378E-01
   0.4813799      0.7474792E-01
   0.4751861      0.7485643E-01
   0.4689923      0.7494919E-01
   0.4627990      0.7502609E-01
   0.4566063      0.7508701E-01
   0.4504144      0.7513184E-01
   0.4442232      0.7516048E-01
   0.4380326      0.7517281E-01
   0.4318422      0.7516876E-01
   0.4256517      0.7514836E-01
   0.4194610      0.7511166E-01
   0.4132699      0.7505872E-01
   0.4070785      0.7498957E-01
   0.4008869      0.7490427E-01
   0.3946953      0.7480288E-01
   0.3885042      0.7468546E-01
   0.3823139      0.7455194E-01
   0.3761248      0.7440211E-01
   0.3699374      0.7423573E-01
   0.3637517      0.7405254E-01
   0.3575680      0.7385232E-01
   0.3513863      0.7363480E-01
   0.3452065      0.7339975E-01
   0.3390284      0.7314692E-01
   0.3328520      0.7287613E-01
   0.3266770      0.7258722E-01
   0.3205034      0.7228005E-01
   0.3143313      0.7195448E-01
   0.3081608      0.7161038E-01
   0.3019922      0.7124760E-01
   0.2958255      0.7086602E-01
   0.2896614      0.7046541E-01
   0.2835000      0.7004538E-01
   0.2773418      0.6960553E-01
   0.2711871      0.6914549E-01
   0.2650361      0.6866486E-01
   0.2588891      0.6816325E-01
   0.2527464      0.6764028E-01
   0.2466082      0.6709550E-01
   0.2404746      0.6652841E-01
   0.2343459      0.6593848E-01
   0.2282222      0.6532517E-01
   0.2221036      0.6468797E-01
   0.2159901      0.6402633E-01
   0.2098817      0.6333971E-01
   0.2037787      0.6262746E-01
   0.1976812      0.6188885E-01
   0.1915900      0.6112323E-01
   0.1855059      0.6032996E-01
   0.1794301      0.5950846E-01
   0.1733639      0.5865822E-01
   0.1673090      0.5777844E-01
   0.1612667      0.5686787E-01
   0.1552377      0.5592514E-01
   0.1492219      0.5494881E-01
   0.1432187      0.5393732E-01
   0.1372270      0.5288899E-01
   0.1312457      0.5180178E-01
   0.1252759      0.5067376E-01
   0.1193212      0.4950347E-01
   0.1133877      0.4829011E-01
   0.1074837      0.4703355E-01
   0.1016187      0.4573367E-01
   0.9579765E-01  0.4438852E-01
   0.9001682E-01  0.4299411E-01
   0.8426429E-01  0.4154425E-01
   0.7852026E-01  0.4003005E-01
   0.7276492E-01  0.3843998E-01
   0.6700817E-01  0.3676808E-01
   0.6130228E-01  0.3502183E-01
   0.5573540E-01  0.3322400E-01
   0.5039809E-01  0.3140240E-01
   0.4528956E-01  0.2955397E-01
   0.4030349E-01  0.2763514E-01
   0.3524284E-01  0.2555418E-01
   0.2985203E-01  0.2316233E-01
   0.2440691E-01  0.2052411E-01
   0.1986020E-01  0.1811910E-01
   0.1641412E-01  0.1613474E-01
   0.1361226E-01  0.1436769E-01
   0.1111091E-01  0.1262568E-01
   0.8626362E-02  0.1068050E-01
   0.5996713E-02  0.8321224E-02
   0.3995680E-02  0.6303232E-02
   0.2712015E-02  0.4913067E-02
   0.1810533E-02  0.3867376E-02
   0.1158401E-02  0.3007717E-02
   0.6820734E-03  0.2254690E-02
   0.3433946E-03  0.1567227E-02
   0.1230927E-03  0.9207498E-03
   0.1337588E-04  0.2981294E-03
   0.1544315E-04 -0.3147522E-03
   0.1361737E-03 -0.9307966E-03
   0.3744390E-03 -0.1557879E-02
   0.7329868E-03 -0.2200946E-02
   0.1223423E-02 -0.2862854E-02
   0.1866891E-02 -0.3541349E-02
   0.2692271E-02 -0.4218648E-02
   0.3745244E-02 -0.4860198E-02
   0.5119293E-02 -0.5435287E-02
   0.6946191E-02 -0.5902735E-02
   0.9349296E-02 -0.6237937E-02
   0.1233481E-01 -0.6544306E-02
   0.1589511E-01 -0.6956748E-02
   0.1999843E-01 -0.7443470E-02
   0.2448430E-01 -0.7894263E-02
   0.2929152E-01 -0.8195530E-02
   0.3448126E-01 -0.8340091E-02
   0.4009444E-01 -0.8356087E-02
   0.4608399E-01 -0.8294195E-02
   0.5227929E-01 -0.8192853E-02
   0.5849838E-01 -0.8052270E-02
   0.6463695E-01 -0.7871858E-02
   0.7068725E-01 -0.7650483E-02
   0.7670217E-01 -0.7388968E-02
   0.8273146E-01 -0.7091372E-02
   0.8880668E-01 -0.6761890E-02
   0.9494138E-01 -0.6405444E-02
   0.1011294     -0.6028106E-02
   0.1073501     -0.5634229E-02
   0.1135841     -0.5226191E-02
   0.1198175     -0.4806128E-02
