EH 1.5/9.0
    1.000000     -0.2075231E-19
   0.9966296      0.1610660E-03
   0.9920110      0.4188577E-03
   0.9867291      0.7564531E-03
   0.9809933      0.1160140E-02
   0.9749927      0.1610647E-02
   0.9688508      0.2091379E-02
   0.9626337      0.2591473E-02
   0.9563778      0.3103840E-02
   0.9501028      0.3624786E-02
   0.9438190      0.4152193E-02
   0.9375316      0.4685301E-02
   0.9312432      0.5223716E-02
   0.9249549      0.5767410E-02
   0.9186675      0.6316447E-02
   0.9123812      0.6870927E-02
   0.9060959      0.7430997E-02
   0.8998110      0.7996814E-02
   0.8935255      0.8568315E-02
   0.8872391      0.9145283E-02
   0.8809518      0.9727465E-02
   0.8746637      0.1031462E-01
   0.8683751      0.1090654E-01
   0.8620857      0.1150304E-01
   0.8557953      0.1210391E-01
   0.8495038      0.1270891E-01
   0.8432113      0.1331776E-01
   0.8369180      0.1393018E-01
   0.8306243      0.1454598E-01
   0.8243304      0.1516506E-01
   0.8180362      0.1578733E-01
   0.8117416      0.1641268E-01
   0.8054464      0.1704097E-01
   0.7991504      0.1767203E-01
   0.7928536      0.1830567E-01
   0.7865563      0.1894171E-01
   0.7802586      0.1958002E-01
   0.7739605      0.2022049E-01
   0.7676620      0.2086302E-01
   0.7613631      0.2150750E-01
   0.7550634      0.2215380E-01
   0.7487631      0.2280176E-01
   0.7424620      0.2345122E-01
   0.7361602      0.2410203E-01
   0.7298578      0.2475403E-01
   0.7235548      0.2540712E-01
   0.7172514      0.2606115E-01
   0.7109474      0.2671603E-01
   0.7046428      0.2737159E-01
   0.6983376      0.2802764E-01
   0.6920319      0.2868396E-01
   0.6857258      0.2934030E-01
   0.6794197      0.2999645E-01
   0.6731139      0.3065221E-01
   0.6668085      0.3130742E-01
   0.6605039      0.3196193E-01
   0.6542002      0.3261562E-01
   0.6478974      0.3326831E-01
   0.6415957      0.3391981E-01
   0.6352949      0.3456990E-01
   0.6289952      0.3521837E-01
   0.6226965      0.3586500E-01
   0.6163988      0.3650958E-01
   0.6101021      0.3715189E-01
   0.6038064      0.3779172E-01
   0.5975116      0.3842882E-01
   0.5912178      0.3906300E-01
   0.5849251      0.3969399E-01
   0.5786334      0.4032154E-01
   0.5723428      0.4094539E-01
   0.5660534      0.4156527E-01
   0.5597650      0.4218092E-01
   0.5534778      0.4279206E-01
   0.5471918      0.4339840E-01
   0.5409069      0.4399966E-01
   0.5346231      0.4459553E-01
   0.5283405      0.4518574E-01
   0.5220590      0.4576998E-01
   0.5157786      0.4634794E-01
   0.5094993      0.4691931E-01
   0.5032211      0.4748380E-01
   0.4969442      0.4804107E-01
   0.4906686      0.4859078E-01
   0.4843943      0.4913257E-01
   0.4781214      0.4966604E-01
   0.4718500      0.5019081E-01
   0.4655800      0.5070652E-01
   0.4593116      0.5121277E-01
   0.4530447      0.5170915E-01
   0.4467794      0.5219526E-01
   0.4405155      0.5267068E-01
   0.4342531      0.5313502E-01
