N-14
    1.000000      0.8470329E-18
   0.9964786      0.6585420E-03
   0.9922285      0.1442869E-02
   0.9877584      0.2255430E-02
   0.9830497      0.3097655E-02
   0.9780839      0.3970665E-02
   0.9728436      0.4875027E-02
   0.9673146      0.5810411E-02
   0.9614891      0.6775134E-02
   0.9553691      0.7765624E-02
   0.9489717      0.8775885E-02
   0.9423320      0.9797874E-02
   0.9354996      0.1082362E-01
   0.9285292      0.1184569E-01
   0.9214738      0.1285795E-01
   0.9143780      0.1385626E-01
   0.9072734      0.1483887E-01
   0.9001766      0.1580635E-01
   0.8930891      0.1676112E-01
   0.8860046      0.1770525E-01
   0.8789170      0.1864038E-01
   0.8718209      0.1956800E-01
   0.8647122      0.2048948E-01
   0.8575875      0.2140602E-01
   0.8504444      0.2231875E-01
   0.8432813      0.2322865E-01
   0.8360978      0.2413659E-01
   0.8288944      0.2504333E-01
   0.8216726      0.2594950E-01
   0.8144352      0.2685562E-01
   0.8071860      0.2776207E-01
   0.7999299      0.2866912E-01
   0.7926729      0.2957646E-01
   0.7854209      0.3048208E-01
   0.7781789      0.3138369E-01
   0.7709512      0.3227912E-01
   0.7637410      0.3316635E-01
   0.7565505      0.3404350E-01
   0.7493814      0.3490884E-01
   0.7422342      0.3576077E-01
   0.7351088      0.3659782E-01
   0.7280044      0.3741864E-01
   0.7209192      0.3822199E-01
   0.7138510      0.3900669E-01
   0.7067967      0.3977169E-01
   0.6997527      0.4051595E-01
   0.6927148      0.4123890E-01
   0.6856789      0.4194134E-01
   0.6786413      0.4262430E-01
   0.6715990      0.4328874E-01
   0.6645492      0.4393553E-01
   0.6574899      0.4456548E-01
   0.6504193      0.4517934E-01
   0.6433360      0.4577780E-01
   0.6362394      0.4636152E-01
   0.6291292      0.4693110E-01
   0.6220055      0.4748714E-01
   0.6148690      0.4803017E-01
   0.6077211      0.4856072E-01
   0.6005634      0.4907927E-01
   0.5933983      0.4958618E-01
   0.5862282      0.5008113E-01
   0.5790553      0.5056362E-01
   0.5718815      0.5103317E-01
   0.5647086      0.5148935E-01
   0.5575381      0.5193175E-01
   0.5503713      0.5235998E-01
   0.5432090      0.5277368E-01
   0.5360522      0.5317252E-01
   0.5289012      0.5355617E-01
   0.5217564      0.5392434E-01
   0.5146177      0.5427675E-01
   0.5074851      0.5461312E-01
   0.5003579      0.5493320E-01
   0.4932357      0.5523680E-01
   0.4861176      0.5552405E-01
   0.4790028      0.5579518E-01
   0.4718904      0.5605039E-01
   0.4647795      0.5628990E-01
   0.4576692      0.5651390E-01
   0.4505583      0.5672258E-01
   0.4434458      0.5691613E-01
   0.4363305      0.5709472E-01
   0.4292111      0.5725851E-01
   0.4220864      0.5740768E-01
   0.4149549      0.5754236E-01
   0.4078152      0.5766269E-01
   0.4006658      0.5776880E-01
   0.3935050      0.5786086E-01
   0.3863314      0.5793929E-01
   0.3791440      0.5800459E-01
   0.3719422      0.5805726E-01
   0.3647262      0.5809779E-01
   0.3574966      0.5812668E-01
