BOEING-VERTOL VR-14 AIRFOIL
   0.9999996      0.1129985E-02
   0.9966557      0.1224893E-02
   0.9923048      0.1465500E-02
   0.9873226      0.1812989E-02
   0.9818626      0.2204849E-02
   0.9761367      0.2652200E-02
   0.9701842      0.3161011E-02
   0.9640859      0.3718398E-02
   0.9579586      0.4321530E-02
   0.9518316      0.4978264E-02
   0.9456549      0.5692654E-02
   0.9393825      0.6457246E-02
   0.9330055      0.7259166E-02
   0.9265536      0.8083434E-02
   0.9200658      0.8919991E-02
   0.9135687      0.9760628E-02
   0.9070742      0.1059906E-01
   0.9005821      0.1143367E-01
   0.8940896      0.1226673E-01
   0.8875946      0.1310061E-01
   0.8810951      0.1393765E-01
   0.8745901      0.1477977E-01
   0.8680789      0.1562654E-01
   0.8615623      0.1647644E-01
   0.8550423      0.1732772E-01
   0.8485228      0.1817843E-01
   0.8420090      0.1902641E-01
   0.8355066      0.1986917E-01
   0.8290193      0.2070423E-01
   0.8225473      0.2152951E-01
   0.8160881      0.2234338E-01
   0.8096359      0.2314457E-01
   0.8031824      0.2393296E-01
   0.7967198      0.2471122E-01
   0.7902422      0.2548231E-01
   0.7837467      0.2624891E-01
   0.7772325      0.2701344E-01
   0.7707015      0.2777801E-01
   0.7641584      0.2854414E-01
   0.7576091      0.2931114E-01
   0.7510593      0.3007766E-01
   0.7445113      0.3084275E-01
   0.7379700      0.3160515E-01
   0.7314385      0.3236384E-01
   0.7249191      0.3311779E-01
   0.7184130      0.3386550E-01
   0.7119206      0.3460529E-01
   0.7054406      0.3533565E-01
   0.6989711      0.3605521E-01
   0.6925087      0.3676271E-01
   0.6860493      0.3745710E-01
   0.6795882      0.3813851E-01
   0.6731223      0.3880782E-01
   0.6666498      0.3946572E-01
   0.6601709      0.4011273E-01
   0.6536874      0.4074923E-01
   0.6472025      0.4137541E-01
   0.6407207      0.4199066E-01
   0.6342458      0.4259359E-01
   0.6277800      0.4318291E-01
   0.6213239      0.4375751E-01
   0.6148768      0.4431642E-01
   0.6084367      0.4485877E-01
   0.6020001      0.4538381E-01
   0.5955620      0.4589099E-01
   0.5891174      0.4638111E-01
   0.5826621      0.4685569E-01
   0.5761939      0.4731613E-01
   0.5697120      0.4776370E-01
   0.5632172      0.4819957E-01
   0.5567123      0.4862482E-01
   0.5502015      0.4904045E-01
   0.5436907      0.4944701E-01
   0.5371857      0.4984337E-01
   0.5306905      0.5022808E-01
   0.5242070      0.5059986E-01
   0.5177353      0.5095753E-01
   0.5112734      0.5130006E-01
   0.5048177      0.5162647E-01
