E221  (9.39%)
    1.000000      0.2303930E-18
   0.9969446      0.8827489E-04
   0.9929102      0.2633681E-03
   0.9883080      0.5285696E-03
   0.9831828      0.8792074E-03
   0.9776081      0.1306752E-02
   0.9716932      0.1799727E-02
   0.9655399      0.2341160E-02
   0.9592106      0.2919260E-02
   0.9527586      0.3524111E-02
   0.9462284      0.4145442E-02
   0.9396507      0.4776137E-02
   0.9330478      0.5413617E-02
   0.9264366      0.6056126E-02
   0.9198274      0.6702481E-02
   0.9132248      0.7352412E-02
   0.9066304      0.8006697E-02
   0.9000448      0.8666310E-02
   0.8934675      0.9332314E-02
   0.8868971      0.1000586E-01
   0.8803314      0.1068778E-01
   0.8737681      0.1137823E-01
   0.8672053      0.1207733E-01
   0.8606415      0.1278512E-01
   0.8540757      0.1350164E-01
   0.8475069      0.1422684E-01
   0.8409348      0.1496046E-01
   0.8343591      0.1570207E-01
   0.8277797      0.1645123E-01
   0.8211966      0.1720748E-01
   0.8146102      0.1797033E-01
   0.8080210      0.1873928E-01
   0.8014293      0.1951393E-01
   0.7948359      0.2029399E-01
   0.7882408      0.2107919E-01
   0.7816443      0.2186931E-01
   0.7750462      0.2266411E-01
   0.7684462      0.2346341E-01
   0.7618439      0.2426702E-01
   0.7552387      0.2507466E-01
   0.7486304      0.2588602E-01
   0.7420186      0.2670076E-01
   0.7354034      0.2751850E-01
   0.7287850      0.2833887E-01
   0.7221638      0.2916143E-01
   0.7155403      0.2998576E-01
   0.7089151      0.3081138E-01
   0.7022889      0.3163779E-01
   0.6956624      0.3246452E-01
   0.6890363      0.3329108E-01
   0.6824110      0.3411700E-01
   0.6757873      0.3494178E-01
   0.6691658      0.3576496E-01
   0.6625469      0.3658604E-01
   0.6559313      0.3740448E-01
   0.6493194      0.3821976E-01
   0.6427114      0.3903139E-01
   0.6361078      0.3983886E-01
   0.6295087      0.4064170E-01
   0.6229144      0.4143943E-01
   0.6163248      0.4223157E-01
   0.6097401      0.4301759E-01
   0.6031602      0.4379697E-01
   0.5965849      0.4456916E-01
   0.5900142      0.4533365E-01
   0.5834479      0.4608993E-01
   0.5768856      0.4683750E-01
   0.5703271      0.4757586E-01
   0.5637720      0.4830458E-01
   0.5572199      0.4902331E-01
   0.5506706      0.4973172E-01
   0.5441239      0.5042947E-01
   0.5375797      0.5111622E-01
   0.5310377      0.5179160E-01
   0.5244980      0.5245528E-01
   0.5179606      0.5310688E-01
   0.5114254      0.5374605E-01
   0.5048927      0.5437243E-01
   0.4983623      0.5498567E-01
   0.4918343      0.5558543E-01
   0.4853087      0.5617136E-01
   0.4787854      0.5674312E-01
   0.4722644      0.5730037E-01
   0.4657457      0.5784278E-01
   0.4592291      0.5837000E-01
   0.4527147      0.5888171E-01
   0.4462025      0.5937756E-01
   0.4396925      0.5985722E-01
   0.4331848      0.6032034E-01
   0.4266797      0.6076657E-01
   0.4201773      0.6119559E-01
   0.4136777      0.6160701E-01
   0.4071813      0.6200038E-01
   0.4006883      0.6237526E-01
   0.3941989      0.6273119E-01
   0.3877132      0.6306773E-01
   0.3812313      0.6338443E-01
   0.3747534      0.6368087E-01
   0.3682796      0.6395660E-01
   0.3618100      0.6421113E-01
   0.3553447      0.6444393E-01
   0.3488840      0.6465447E-01
   0.3424281      0.6484222E-01
   0.3359773      0.6500666E-01
   0.3295321      0.6514728E-01
   0.3230927      0.6526357E-01
   0.3166597      0.6535494E-01
   0.3102333      0.6542077E-01
   0.3038140      0.6546039E-01
   0.2974018      0.6547319E-01
   0.2909966      0.6545852E-01
   0.2845984      0.6541576E-01
   0.2782069      0.6534429E-01
   0.2718217      0.6524352E-01
   0.2654428      0.6511295E-01
   0.2590701      0.6495209E-01
   0.2527038      0.6476043E-01
   0.2463444      0.6453750E-01
   0.2399922      0.6428281E-01
   0.2336482      0.6399590E-01
   0.2273130      0.6367609E-01
   0.2209876      0.6332265E-01
   0.2146729      0.6293486E-01
   0.2083697      0.6251201E-01
   0.2020790      0.6205342E-01
   0.1958016      0.6155843E-01
   0.1895383      0.6102625E-01
   0.1832901      0.6045591E-01
   0.1770579      0.5984648E-01
   0.1708425      0.5919705E-01
   0.1646446      0.5850673E-01
   0.1584649      0.5777461E-01
   0.1523046      0.5699950E-01
   0.1461655      0.5618002E-01
   0.1400507      0.5531500E-01
   0.1339643      0.5440354E-01
   0.1279109      0.5344503E-01
   0.1218962      0.5243883E-01
   0.1159254      0.5138330E-01
   0.1100016      0.5027638E-01
   0.1041262      0.4911583E-01
   0.9829824E-01  0.4789914E-01
   0.9251592E-01  0.4662333E-01
   0.8678121E-01  0.4528535E-01
   0.8110447E-01  0.4388410E-01
   0.7550371E-01  0.4242120E-01
   0.7000289E-01  0.4090121E-01
   0.6462830E-01  0.3932923E-01
   0.5939627E-01  0.3770611E-01
   0.5430777E-01  0.3602916E-01
   0.4935238E-01  0.3429252E-01
   0.4451498E-01  0.3248778E-01
   0.3981537E-01  0.3061705E-01
   0.3533459E-01  0.2871140E-01
   0.3117541E-01  0.2682295E-01
   0.2741192E-01  0.2500153E-01
   0.2405752E-01  0.2326304E-01
   0.2106895E-01  0.2159733E-01
   0.1838792E-01  0.1998761E-01
   0.1596126E-01  0.1841741E-01
   0.1374872E-01  0.1687743E-01
   0.1174125E-01  0.1538399E-01
   0.9948895E-02  0.1396842E-01
   0.8372961E-02  0.1265596E-01
   0.6998498E-02  0.1145662E-01
   0.5800792E-02  0.1036695E-01
   0.4762009E-02  0.9367671E-02
   0.3867309E-02  0.8433269E-02
   0.3098909E-02  0.7544414E-02
   0.2440500E-02  0.6687146E-02
   0.1878409E-02  0.5851339E-02
   0.1401510E-02  0.5029511E-02
   0.1000821E-02  0.4215999E-02
   0.6691802E-03  0.3406630E-02
   0.4035064E-03  0.2604422E-02
   0.2040994E-03  0.1817699E-02
   0.7142049E-04  0.1051977E-02
   0.6549868E-05  0.3107477E-03
   0.1168813E-04 -0.4036612E-03
   0.9064885E-04 -0.1089498E-02
   0.2495043E-03 -0.1745160E-02
   0.4966435E-03 -0.2369450E-02
   0.8349894E-03 -0.2966924E-02
   0.1265342E-02 -0.3544894E-02
   0.1791491E-02 -0.4110216E-02
   0.2420387E-02 -0.4669910E-02
   0.3162409E-02 -0.5231893E-02
   0.4031356E-02 -0.5805897E-02
   0.5042623E-02 -0.6404585E-02
   0.6205535E-02 -0.7043815E-02
   0.7535331E-02 -0.7734457E-02
   0.9063619E-02 -0.8477598E-02
   0.1081118E-01 -0.9264394E-02
   0.1276933E-01 -0.1007269E-01
   0.1489988E-01 -0.1087499E-01
   0.1717801E-01 -0.1165955E-01
   0.1963581E-01 -0.1243736E-01
