E184  (8.33%)
    1.000000     -0.2142993E-18
   0.9966769     -0.1554331E-03
   0.9919772     -0.3516309E-03
   0.9866223     -0.5405504E-03
   0.9809643     -0.6989585E-03
   0.9751179     -0.8176926E-03
   0.9691611     -0.8913175E-03
   0.9631450     -0.9172395E-03
   0.9571015     -0.8951629E-03
   0.9510498     -0.8257026E-03
   0.9449956     -0.7098049E-03
   0.9389343     -0.5491099E-03
   0.9328602     -0.3458614E-03
   0.9267695     -0.1022861E-03
   0.9206605      0.1793489E-03
   0.9145333      0.4966735E-03
   0.9083893      0.8472560E-03
   0.9022302      0.1228599E-02
   0.8960577      0.1638119E-02
   0.8898736      0.2073158E-02
   0.8836800      0.2530994E-02
   0.8774787      0.3009567E-02
   0.8712718      0.3507808E-02
   0.8650605      0.4024728E-02
   0.8588459      0.4559348E-02
   0.8526287      0.5110709E-02
   0.8464092      0.5677875E-02
   0.8401872      0.6260024E-02
   0.8339626      0.6856512E-02
   0.8277353      0.7466712E-02
   0.8215053      0.8089984E-02
   0.8152727      0.8725679E-02
   0.8090375      0.9373134E-02
   0.8028001      0.1003168E-01
   0.7965606      0.1070075E-01
   0.7903195      0.1137990E-01
   0.7840767      0.1206868E-01
   0.7778326      0.1276665E-01
   0.7715872      0.1347339E-01
   0.7653405      0.1418846E-01
   0.7590925      0.1491144E-01
   0.7528431      0.1564191E-01
   0.7465922      0.1637946E-01
   0.7403396      0.1712369E-01
   0.7340854      0.1787416E-01
   0.7278293      0.1863047E-01
   0.7215713      0.1939220E-01
   0.7153113      0.2015894E-01
   0.7090491      0.2093025E-01
   0.7027848      0.2170580E-01
   0.6965183      0.2248524E-01
   0.6902499      0.2326823E-01
   0.6839796      0.2405441E-01
   0.6777079      0.2484340E-01
   0.6714351      0.2563482E-01
   0.6651619      0.2642827E-01
   0.6588887      0.2722327E-01
   0.6526163      0.2801902E-01
   0.6463453      0.2881456E-01
   0.6400760      0.2960896E-01
   0.6338093      0.3040128E-01
   0.6275454      0.3119060E-01
   0.6212849      0.3197599E-01
   0.6150282      0.3275653E-01
   0.6087757      0.3353133E-01
   0.6025278      0.3429945E-01
   0.5962847      0.3506000E-01
   0.5900462      0.3581208E-01
   0.5838122      0.3655485E-01
   0.5775823      0.3728749E-01
   0.5713559      0.3800918E-01
   0.5651323      0.3871914E-01
   0.5589106      0.3941665E-01
   0.5526899      0.4010140E-01
   0.5464696      0.4077319E-01
   0.5402491      0.4143181E-01
   0.5340284      0.4207701E-01
   0.5278073      0.4270855E-01
   0.5215861      0.4332612E-01
   0.5153652      0.4392943E-01
   0.5091452      0.4451815E-01
   0.5029268      0.4509171E-01
   0.4967105      0.4564949E-01
   0.4904967      0.4619089E-01
   0.4842853      0.4671531E-01
   0.4780764      0.4722220E-01
   0.4718695      0.4771100E-01
   0.4656642      0.4818118E-01
   0.4594598      0.4863225E-01
   0.4532555      0.4906399E-01
   0.4470507      0.4947631E-01
   0.4408453      0.4986909E-01
   0.4346390      0.5024219E-01
   0.4284319      0.5059546E-01
   0.4222245      0.5092874E-01
   0.4160171      0.5124186E-01
   0.4098107      0.5153463E-01
