E178  (8.69%)
    1.000000      0.6268044E-19
   0.9966083      0.2001315E-03
   0.9918116      0.5195236E-03
   0.9863671      0.9235472E-03
   0.9806179      0.1385955E-02
   0.9746731      0.1896531E-02
   0.9686129      0.2445502E-02
   0.9624940      0.3025376E-02
   0.9563540      0.3631615E-02
   0.9502123      0.4261008E-02
   0.9440705      0.4911898E-02
   0.9379217      0.5583047E-02
   0.9317613      0.6272888E-02
   0.9255882      0.6979479E-02
   0.9194050      0.7700512E-02
   0.9132164      0.8434402E-02
   0.9070265      0.9180365E-02
   0.9008377      0.9937805E-02
   0.8946508      0.1070632E-01
   0.8884646      0.1148571E-01
   0.8822771      0.1227560E-01
   0.8760863      0.1307531E-01
   0.8698909      0.1388405E-01
   0.8636906      0.1470091E-01
   0.8574857      0.1552488E-01
   0.8512775      0.1635489E-01
   0.8450676      0.1719033E-01
   0.8388574      0.1803096E-01
   0.8326480      0.1887662E-01
   0.8264399      0.1972717E-01
   0.8202330      0.2058258E-01
   0.8140270      0.2144285E-01
   0.8078210      0.2230792E-01
   0.8016142      0.2317750E-01
   0.7954059      0.2405124E-01
   0.7891955      0.2492877E-01
   0.7829828      0.2580968E-01
   0.7767676      0.2669356E-01
   0.7705501      0.2757994E-01
   0.7643304      0.2846844E-01
   0.7581090      0.2935877E-01
   0.7518861      0.3025069E-01
   0.7456623      0.3114391E-01
   0.7394378      0.3203819E-01
   0.7332129      0.3293325E-01
   0.7269882      0.3382882E-01
   0.7207640      0.3472461E-01
   0.7145406      0.3562025E-01
   0.7083183      0.3651536E-01
   0.7020972      0.3740955E-01
   0.6958775      0.3830249E-01
   0.6896591      0.3919381E-01
   0.6834421      0.4008319E-01
   0.6772262      0.4097029E-01
   0.6710113      0.4185483E-01
   0.6647972      0.4273654E-01
   0.6585840      0.4361514E-01
   0.6523715      0.4449034E-01
   0.6461599      0.4536184E-01
   0.6399494      0.4622933E-01
   0.6337401      0.4709250E-01
   0.6275326      0.4795099E-01
   0.6213270      0.4880420E-01
   0.6151237      0.4965131E-01
   0.6089230      0.5049148E-01
   0.6027252      0.5132390E-01
   0.5965306      0.5214775E-01
   0.5903395      0.5296224E-01
   0.5841520      0.5376655E-01
   0.5779685      0.5455989E-01
   0.5717891      0.5534138E-01
   0.5656139      0.5611009E-01
   0.5594427      0.5686509E-01
   0.5532752      0.5760553E-01
   0.5471109      0.5833053E-01
   0.5409492      0.5903926E-01
   0.5347892      0.5973090E-01
   0.5286300      0.6040468E-01
   0.5224705      0.6106026E-01
   0.5163100      0.6169758E-01
   0.5101481      0.6231656E-01
   0.5039846      0.6291706E-01
   0.4978195      0.6349893E-01
   0.4916531      0.6406202E-01
   0.4854861      0.6460612E-01
   0.4793193      0.6513099E-01
   0.4731536      0.6563605E-01
   0.4669897      0.6612059E-01
   0.4608282      0.6658391E-01
   0.4546692      0.6702532E-01
   0.4485128      0.6744418E-01
   0.4423586      0.6783985E-01
   0.4362061      0.6821172E-01
   0.4300546      0.6855923E-01
   0.4239034      0.6888218E-01
   0.4177519      0.6918044E-01
   0.4115999      0.6945387E-01
   0.4054471      0.6970234E-01
   0.3992938      0.6992566E-01
   0.3931403      0.7012369E-01
   0.3869871      0.7029624E-01
   0.3808349      0.7044306E-01
   0.3746844      0.7056369E-01
   0.3685362      0.7065768E-01
   0.3623904      0.7072458E-01
   0.3562472      0.7076395E-01
   0.3501066      0.7077534E-01
   0.3439681      0.7075831E-01
   0.3378312      0.7071244E-01
   0.3316955      0.7063776E-01
   0.3255602      0.7053444E-01
   0.3194249      0.7040268E-01
   0.3132892      0.7024266E-01
   0.3071525      0.7005454E-01
   0.3010145      0.6983849E-01
   0.2948749      0.6959465E-01
   0.2887333      0.6932328E-01
   0.2825898      0.6902471E-01
   0.2764447      0.6869931E-01
   0.2702986      0.6834746E-01
   0.2641523      0.6796959E-01
   0.2580072      0.6756614E-01
   0.2518648      0.6713758E-01
   0.2457270      0.6668378E-01
   0.2395951      0.6620407E-01
   0.2334701      0.6569772E-01
   0.2273526      0.6516401E-01
   0.2212425      0.6460216E-01
   0.2151394      0.6401134E-01
   0.2090424      0.6339074E-01
   0.2029506      0.6273977E-01
   0.1968636      0.6205799E-01
   0.1907817      0.6134499E-01
   0.1847057      0.6060045E-01
   0.1786369      0.5982413E-01
   0.1725773      0.5901586E-01
   0.1665291      0.5817491E-01
   0.1604940      0.5730012E-01
   0.1544731      0.5639025E-01
   0.1484664      0.5544397E-01
   0.1424734      0.5445984E-01
   0.1364931      0.5343622E-01
   0.1305248      0.5237130E-01
   0.1245699      0.5126350E-01
   0.1186321      0.5011171E-01
