E195  (11.82%)
    1.000000     -0.5082197E-19
   0.9967065      0.4698772E-03
   0.9924649      0.1138648E-02
   0.9877356      0.1951982E-02
   0.9825385      0.2901318E-02
   0.9769125      0.3972455E-02
   0.9709358      0.5139876E-02
   0.9647108      0.6367098E-02
   0.9583384      0.7624693E-02
   0.9518982      0.8889878E-02
   0.9454300      0.1014769E-01
   0.9389374      0.1139448E-01
   0.9324173      0.1263155E-01
   0.9258686      0.1386001E-01
   0.9192917      0.1508065E-01
   0.9126893      0.1629441E-01
   0.9060642      0.1750263E-01
   0.8994199      0.1870665E-01
   0.8927598      0.1990783E-01
   0.8860877      0.2110734E-01
   0.8794070      0.2230529E-01
   0.8727206      0.2350147E-01
   0.8660308      0.2469577E-01
   0.8593392      0.2588821E-01
   0.8526472      0.2707887E-01
   0.8459551      0.2826771E-01
   0.8392635      0.2945457E-01
   0.8325724      0.3063931E-01
   0.8258818      0.3182181E-01
   0.8191915      0.3300201E-01
   0.8125009      0.3417987E-01
   0.8058098      0.3535546E-01
   0.7991177      0.3652885E-01
   0.7924248      0.3770006E-01
   0.7857313      0.3886909E-01
   0.7790376      0.4003588E-01
   0.7723444      0.4120034E-01
   0.7656527      0.4236216E-01
   0.7589631      0.4352092E-01
   0.7522761      0.4467620E-01
   0.7455920      0.4582761E-01
   0.7389106      0.4697485E-01
   0.7322317      0.4811760E-01
   0.7255549      0.4925565E-01
   0.7188796      0.5038884E-01
   0.7122054      0.5151707E-01
   0.7055321      0.5264018E-01
   0.6988595      0.5375802E-01
   0.6921878      0.5487038E-01
   0.6855173      0.5597702E-01
   0.6788483      0.5707769E-01
   0.6721815      0.5817195E-01
   0.6655171      0.5925932E-01
   0.6588556      0.6033932E-01
   0.6521973      0.6141150E-01
   0.6455422      0.6247541E-01
   0.6388905      0.6353064E-01
   0.6322421      0.6457677E-01
   0.6255971      0.6561329E-01
   0.6189554      0.6663956E-01
   0.6123173      0.6765492E-01
   0.6056835      0.6865865E-01
   0.5990544      0.6965005E-01
   0.5924310      0.7062838E-01
   0.5858144      0.7159288E-01
   0.5792058      0.7254262E-01
   0.5726061      0.7347627E-01
   0.5660161      0.7439250E-01
   0.5594362      0.7529003E-01
   0.5528665      0.7616765E-01
   0.5463068      0.7702422E-01
   0.5397564      0.7785863E-01
   0.5332147      0.7866985E-01
   0.5266808      0.7945710E-01
   0.5201537      0.8021972E-01
   0.5136326      0.8095706E-01
   0.5071169      0.8166842E-01
   0.5006058      0.8235313E-01
   0.4940986      0.8301050E-01
   0.4875947      0.8363981E-01
   0.4810934      0.8424050E-01
   0.4745944      0.8481223E-01
   0.4680974      0.8535467E-01
   0.4616021      0.8586744E-01
   0.4551086      0.8635018E-01
   0.4486168      0.8680253E-01
   0.4421270      0.8722408E-01
   0.4356395      0.8761445E-01
   0.4291545      0.8797321E-01
   0.4226724      0.8829995E-01
   0.4161933      0.8859425E-01
   0.4097175      0.8885571E-01
   0.4032450      0.8908391E-01
   0.3967759      0.8927846E-01
   0.3903101      0.8943897E-01
   0.3838477      0.8956507E-01
   0.3773887      0.8965643E-01
   0.3709331      0.8971269E-01
   0.3644811      0.8973351E-01
   0.3580329      0.8971855E-01
   0.3515887      0.8966745E-01
   0.3451486      0.8957989E-01
   0.3387131      0.8945563E-01
   0.3322820      0.8929447E-01
   0.3258551      0.8909620E-01
   0.3194321      0.8886062E-01
   0.3130122      0.8858746E-01
   0.3065944      0.8827644E-01
   0.3001777      0.8792730E-01
   0.2937609      0.8754015E-01
   0.2873434      0.8711524E-01
   0.2809251      0.8665283E-01
   0.2745062      0.8615324E-01
   0.2680879      0.8561683E-01
   0.2616715      0.8504401E-01
   0.2552589      0.8443507E-01
   0.2488522      0.8378983E-01
   0.2424528      0.8310809E-01
   0.2360619      0.8238961E-01
   0.2296805      0.8163416E-01
   0.2233089      0.8084145E-01
   0.2169474      0.8001115E-01
   0.2105961      0.7914277E-01
   0.2042557      0.7823580E-01
   0.1979273      0.7728985E-01
   0.1916123      0.7630460E-01
   0.1853128      0.7527983E-01
   0.1790311      0.7421536E-01
   0.1727697      0.7311050E-01
   0.1665306      0.7196432E-01
   0.1603155      0.7077586E-01
   0.1541252      0.6954411E-01
   0.1479602      0.6826795E-01
   0.1418207      0.6694609E-01
   0.1357079      0.6557714E-01
   0.1296248      0.6416009E-01
   0.1235758      0.6269443E-01
   0.1175670      0.6118021E-01
   0.1116056      0.5961786E-01
   0.1056986      0.5800679E-01
   0.9985013E-01  0.5634552E-01
   0.9406112E-01  0.5463188E-01
   0.8832971E-01  0.5286294E-01
   0.8265242E-01  0.5103483E-01
   0.7703340E-01  0.4914452E-01
   0.7149248E-01  0.4719445E-01
   0.6606295E-01  0.4519357E-01
   0.6078665E-01  0.4315676E-01
   0.5570322E-01  0.4109869E-01
   0.5082669E-01  0.3902366E-01
   0.4614462E-01  0.3692634E-01
   0.4162894E-01  0.3479409E-01
   0.3725014E-01  0.3261075E-01
   0.3304256E-01  0.3038924E-01
   0.2912234E-01  0.2819498E-01
   0.2560462E-01  0.2611085E-01
   0.2253400E-01  0.2419098E-01
   0.1987665E-01  0.2243425E-01
   0.1755259E-01  0.2080526E-01
   0.1548667E-01  0.1926734E-01
   0.1362046E-01  0.1778966E-01
   0.1191067E-01  0.1634702E-01
   0.1032529E-01  0.1491998E-01
   0.8853351E-02  0.1350900E-01
   0.7506087E-02  0.1213818E-01
   0.6296731E-02  0.1083834E-01
   0.5227324E-02  0.9631169E-02
   0.4287651E-02  0.8523845E-02
   0.3461503E-02  0.7512434E-02
   0.2741754E-02  0.6585606E-02
   0.2123774E-02  0.5726771E-02
   0.1598360E-02  0.4920061E-02
   0.1156599E-02  0.4152357E-02
   0.7913809E-03  0.3413072E-02
   0.4976202E-03  0.2693495E-02
   0.2721686E-03  0.1986148E-02
   0.1137280E-03  0.1284245E-02
   0.2288417E-04  0.5811945E-03
   0.1093174E-05 -0.1290492E-03
   0.4603660E-04 -0.8485834E-03
   0.1557518E-03 -0.1577767E-02
   0.3301515E-03 -0.2316337E-02
   0.5707715E-03 -0.3063205E-02
   0.8806438E-03 -0.3816094E-02
   0.1264204E-02 -0.4570927E-02
   0.1727114E-02 -0.5320858E-02
   0.2275866E-02 -0.6055649E-02
   0.2918226E-02 -0.6770572E-02
   0.3663605E-02 -0.7466712E-02
   0.4522864E-02 -0.8146146E-02
   0.5508333E-02 -0.8812379E-02
   0.6633514E-02 -0.9471242E-02
   0.7911932E-02 -0.1013238E-01
   0.9354032E-02 -0.1081173E-01
   0.1096245E-01 -0.1153313E-01
   0.1274988E-01 -0.1230854E-01
   0.1473725E-01 -0.1313620E-01
   0.1693874E-01 -0.1400776E-01
   0.1935963E-01 -0.1490801E-01
   0.2200280E-01 -0.1581801E-01
   0.2488740E-01 -0.1672223E-01
   0.2805794E-01 -0.1761854E-01
   0.3157059E-01 -0.1851148E-01
   0.3548877E-01 -0.1940710E-01
   0.3986823E-01 -0.2031260E-01
   0.4471525E-01 -0.2123221E-01
   0.4995751E-01 -0.2214667E-01
   0.5546834E-01 -0.2302460E-01
   0.6112091E-01 -0.2384346E-01
   0.6685004E-01 -0.2459663E-01
   0.7266376E-01 -0.2528945E-01
   0.7858414E-01 -0.2592838E-01
   0.8462346E-01 -0.2651848E-01
   0.9078073E-01 -0.2706388E-01
   0.9703830E-01 -0.2756772E-01
   0.1033687     -0.2803038E-01
   0.1097477     -0.2845202E-01
   0.1161571     -0.2883398E-01
   0.1225865     -0.2917851E-01
   0.1290334     -0.2948849E-01
   0.1355008     -0.2976623E-01
   0.1419911     -0.3001360E-01
   0.1485055     -0.3023237E-01
   0.1550438     -0.3042432E-01
   0.1616040     -0.3059121E-01
   0.1681828     -0.3073459E-01
   0.1747767     -0.3085539E-01
   0.1813826     -0.3095444E-01
   0.1879984     -0.3103265E-01
   0.1946226     -0.3109097E-01
   0.2012544     -0.3113036E-01
   0.2078938     -0.3115178E-01
   0.2145411     -0.3115599E-01
   0.2211964     -0.3114370E-01
   0.2278596     -0.3111564E-01
   0.2345305     -0.3107255E-01
   0.2412086     -0.3101516E-01
