E186  (10.27%)
    1.000000      0.2718975E-18
   0.9965934     -0.2086702E-03
   0.9920183     -0.4420444E-03
   0.9868853     -0.6439997E-03
   0.9813968     -0.7959181E-03
   0.9756572     -0.8902277E-03
   0.9697499     -0.9249369E-03
   0.9637341     -0.9020184E-03
   0.9576425     -0.8243784E-03
   0.9514996     -0.6957024E-03
   0.9453213     -0.5204529E-03
   0.9391151     -0.3030125E-03
   0.9328833     -0.4645240E-04
   0.9266283      0.2463348E-03
   0.9203530      0.5723047E-03
   0.9140606      0.9282738E-03
   0.9077547      0.1311672E-02
   0.9014384      0.1721039E-02
   0.8951143      0.2155000E-02
   0.8887841      0.2612182E-02
   0.8824490      0.3091230E-02
   0.8761094      0.3590876E-02
   0.8697653      0.4110198E-02
   0.8634166      0.4648389E-02
   0.8570634      0.5204626E-02
   0.8507062      0.5778070E-02
   0.8443450      0.6367864E-02
   0.8379806      0.6973154E-02
   0.8316133      0.7593289E-02
   0.8252436      0.8227752E-02
   0.8188720      0.8876030E-02
   0.8124986      0.9537613E-02
   0.8061236      0.1021200E-01
   0.7997473      0.1089869E-01
   0.7933695      0.1159722E-01
   0.7869903      0.1230718E-01
   0.7806096      0.1302821E-01
   0.7742274      0.1375993E-01
   0.7678439      0.1450196E-01
   0.7614591      0.1525391E-01
   0.7550730      0.1601540E-01
   0.7486857      0.1678602E-01
   0.7422975      0.1756546E-01
   0.7359084      0.1835341E-01
   0.7295184      0.1914958E-01
   0.7231275      0.1995369E-01
   0.7167357      0.2076546E-01
   0.7103430      0.2158460E-01
   0.7039492      0.2241085E-01
   0.6975541      0.2324392E-01
   0.6911575      0.2408346E-01
   0.6847594      0.2492910E-01
   0.6783595      0.2578048E-01
   0.6719577      0.2663722E-01
   0.6655538      0.2749895E-01
   0.6591478      0.2836530E-01
   0.6527397      0.2923589E-01
   0.6463292      0.3011034E-01
   0.6399165      0.3098833E-01
   0.6335016      0.3186951E-01
   0.6270846      0.3275355E-01
   0.6206657      0.3364008E-01
   0.6142453      0.3452873E-01
   0.6078236      0.3541912E-01
   0.6014011      0.3631086E-01
   0.5949782      0.3720346E-01
   0.5885556      0.3809626E-01
   0.5821337      0.3898855E-01
   0.5757133      0.3987963E-01
   0.5692950      0.4076876E-01
   0.5628798      0.4165524E-01
   0.5564686      0.4253831E-01
   0.5500622      0.4341725E-01
   0.5436616      0.4429111E-01
   0.5372676      0.4515855E-01
   0.5308809      0.4601822E-01
   0.5245016      0.4686879E-01
   0.5181299      0.4770900E-01
   0.5117656      0.4853761E-01
   0.5054083      0.4935343E-01
   0.4990573      0.5015532E-01
   0.4927120      0.5094227E-01
   0.4863715      0.5171352E-01
   0.4800352      0.5246833E-01
   0.4737026      0.5320596E-01
   0.4673733      0.5392564E-01
   0.4610469      0.5462661E-01
   0.4547230      0.5530808E-01
   0.4484017      0.5596927E-01
   0.4420827      0.5660945E-01
   0.4357660      0.5722797E-01
   0.4294517      0.5782420E-01
   0.4231397      0.5839751E-01
   0.4168301      0.5894727E-01
   0.4105229      0.5947284E-01
   0.4042180      0.5997361E-01
   0.3979155      0.6044895E-01
   0.3916155      0.6089826E-01
   0.3853179      0.6132097E-01
   0.3790228      0.6171648E-01
   0.3727302      0.6208424E-01
   0.3664401      0.6242365E-01
   0.3601525      0.6273416E-01
   0.3538671      0.6301519E-01
   0.3475841      0.6326619E-01
   0.3413033      0.6348670E-01
   0.3350249      0.6367622E-01
   0.3287489      0.6383428E-01
   0.3224756      0.6396040E-01
   0.3162050      0.6405412E-01
   0.3099376      0.6411494E-01
   0.3036736      0.6414242E-01
   0.2974134      0.6413618E-01
   0.2911569      0.6409584E-01
   0.2849042      0.6402103E-01
   0.2786547      0.6391137E-01
   0.2724080      0.6376644E-01
   0.2661632      0.6358583E-01
   0.2599194      0.6336925E-01
   0.2536756      0.6311688E-01
   0.2474314      0.6282903E-01
   0.2411864      0.6250597E-01
   0.2349408      0.6214801E-01
   0.2286951      0.6175547E-01
   0.2224502      0.6132871E-01
   0.2162073      0.6086775E-01
   0.2099677      0.6037232E-01
   0.2037326      0.5984217E-01
   0.1975037      0.5927705E-01
   0.1912824      0.5867677E-01
   0.1850702      0.5804118E-01
   0.1788688      0.5736987E-01
   0.1726795      0.5666192E-01
   0.1665034      0.5591635E-01
   0.1603408      0.5513213E-01
   0.1541920      0.5430817E-01
   0.1480563      0.5344334E-01
   0.1419336      0.5253621E-01
   0.1358248      0.5158528E-01
   0.1297327      0.5058935E-01
   0.1236620      0.4954762E-01
   0.1176188      0.4845973E-01
   0.1116106      0.4732543E-01
   0.1056433      0.4614316E-01
   0.9971763E-01  0.4491029E-01
   0.9382968E-01  0.4362321E-01
   0.8797085E-01  0.4227707E-01
   0.8213027E-01  0.4086543E-01
   0.7630969E-01  0.3938271E-01
   0.7053414E-01  0.3782947E-01
   0.6485001E-01  0.3621400E-01
   0.5931765E-01  0.3455164E-01
   0.5397989E-01  0.3285243E-01
   0.4882099E-01  0.3110809E-01
   0.4377781E-01  0.2929278E-01
   0.3875095E-01  0.2736072E-01
   0.3368967E-01  0.2527015E-01
   0.2881554E-01  0.2309330E-01
   0.2450160E-01  0.2101134E-01
   0.2092326E-01  0.1915348E-01
   0.1796294E-01  0.1749729E-01
   0.1539753E-01  0.1594848E-01
   0.1309299E-01  0.1444361E-01
   0.1095001E-01  0.1292363E-01
   0.8911845E-02  0.1134347E-01
   0.7056143E-02  0.9767402E-02
   0.5500214E-02  0.8330637E-02
   0.4252375E-02  0.7095530E-02
   0.3244754E-02  0.6040906E-02
   0.2425394E-02  0.5123877E-02
   0.1763705E-02  0.4304685E-02
   0.1230759E-02  0.3552377E-02
   0.8061721E-03  0.2845645E-02
   0.4768096E-03  0.2169295E-02
   0.2349837E-03  0.1511660E-02
   0.7737626E-04  0.8629114E-03
   0.4701115E-05  0.2137963E-03
   0.1947896E-04 -0.4445442E-03
   0.1185197E-03 -0.1117731E-02
   0.3003151E-03 -0.1810103E-02
   0.5670587E-03 -0.2525707E-02
   0.9244847E-03 -0.3268156E-02
   0.1381962E-02 -0.4039867E-02
   0.1952188E-02 -0.4839848E-02
   0.2649296E-02 -0.5659034E-02
   0.3496071E-02 -0.6489397E-02
   0.4528303E-02 -0.7330101E-02
   0.5788836E-02 -0.8181158E-02
   0.7322830E-02 -0.9045856E-02
   0.9165980E-02 -0.9938349E-02
   0.1132986E-01 -0.1090098E-01
   0.1383260E-01 -0.1198116E-01
   0.1671411E-01 -0.1317661E-01
   0.1998038E-01 -0.1445402E-01
   0.2360483E-01 -0.1575539E-01
   0.2759070E-01 -0.1703167E-01
   0.3197885E-01 -0.1827625E-01
   0.3679726E-01 -0.1949353E-01
   0.4202903E-01 -0.2069011E-01
   0.4758467E-01 -0.2186680E-01
   0.5333552E-01 -0.2299689E-01
   0.5916676E-01 -0.2405734E-01
   0.6501577E-01 -0.2504062E-01
   0.7088373E-01 -0.2595249E-01
   0.7679810E-01 -0.2680325E-01
   0.8277838E-01 -0.2760130E-01
   0.8883253E-01 -0.2835317E-01
   0.9495527E-01 -0.2906393E-01
   0.1011299     -0.2973593E-01
   0.1073392     -0.3036958E-01
   0.1135701     -0.3096601E-01
   0.1198137     -0.3152715E-01
   0.1260663     -0.3205552E-01
   0.1323283     -0.3255358E-01
   0.1386016     -0.3302294E-01
   0.1448875     -0.3346504E-01
   0.1511864     -0.3388126E-01
   0.1574985     -0.3427294E-01
   0.1638229     -0.3464138E-01
   0.1701584     -0.3498772E-01
   0.1765038     -0.3531296E-01
   0.1828581     -0.3561809E-01
   0.1892203     -0.3590415E-01
   0.1955896     -0.3617222E-01
   0.2019652     -0.3642337E-01
   0.2083467     -0.3665850E-01
   0.2147335     -0.3687820E-01
   0.2211251     -0.3708299E-01
   0.2275212     -0.3727341E-01
   0.2339211     -0.3745002E-01
   0.2403246     -0.3761335E-01
   0.2467311     -0.3776397E-01
   0.2531402     -0.3790229E-01
   0.2595516     -0.3802859E-01
   0.2659652     -0.3814315E-01
   0.2723807     -0.3824625E-01
   0.2787983     -0.3833817E-01
   0.2852178     -0.3841921E-01
   0.2916396     -0.3848964E-01
   0.2980639     -0.3854979E-01
