E180  (8.59%)
    1.000000      0.2981556E-18
   0.9968851      0.7808523E-04
   0.9925131      0.2165277E-03
   0.9874179      0.4135399E-03
   0.9818686      0.6620249E-03
   0.9760223      0.9577714E-03
   0.9700097      0.1295729E-02
   0.9639107      0.1671397E-02
   0.9577673      0.2082254E-02
   0.9516053      0.2526215E-02
   0.9454335      0.3001930E-02
   0.9392484      0.3508035E-02
   0.9330460      0.4042651E-02
   0.9268247      0.4603676E-02
   0.9205858      0.5188730E-02
   0.9143327      0.5795526E-02
   0.9080694      0.6422474E-02
   0.9017988      0.7068127E-02
   0.8955229      0.7731106E-02
   0.8892423      0.8410126E-02
   0.8829568      0.9104071E-02
   0.8766657      0.9812076E-02
   0.8703687      0.1053328E-01
   0.8640658      0.1126678E-01
   0.8577574      0.1201161E-01
   0.8514445      0.1276675E-01
   0.8451283      0.1353132E-01
   0.8388097      0.1430484E-01
   0.8324897      0.1508689E-01
   0.8261688      0.1587710E-01
   0.8198471      0.1667512E-01
   0.8135244      0.1748066E-01
   0.8072003      0.1829345E-01
   0.8008740      0.1911314E-01
   0.7945452      0.1993931E-01
   0.7882133      0.2077153E-01
   0.7818782      0.2160932E-01
   0.7755401      0.2245220E-01
   0.7691989      0.2329965E-01
   0.7628552      0.2415115E-01
   0.7565095      0.2500637E-01
   0.7501620      0.2586500E-01
   0.7438133      0.2672677E-01
   0.7374634      0.2759140E-01
   0.7311125      0.2845865E-01
   0.7247608      0.2932825E-01
   0.7184082      0.3019997E-01
   0.7120546      0.3107347E-01
   0.7057000      0.3194835E-01
   0.6993444      0.3282419E-01
   0.6929881      0.3370055E-01
   0.6866313      0.3457700E-01
   0.6802741      0.3545307E-01
   0.6739171      0.3632830E-01
   0.6675608      0.3720221E-01
   0.6612055      0.3807427E-01
   0.6548519      0.3894396E-01
   0.6485006      0.3981075E-01
   0.6421522      0.4067410E-01
   0.6358073      0.4153348E-01
   0.6294666      0.4238836E-01
   0.6231309      0.4323820E-01
   0.6168007      0.4408225E-01
   0.6104765      0.4491947E-01
   0.6041588      0.4574886E-01
   0.5978474      0.4656940E-01
   0.5915425      0.4738016E-01
   0.5852435      0.4818021E-01
   0.5789499      0.4896866E-01
   0.5726612      0.4974465E-01
   0.5663765      0.5050753E-01
   0.5600951      0.5125684E-01
   0.5538164      0.5199209E-01
   0.5475400      0.5271278E-01
   0.5412657      0.5341842E-01
   0.5349932      0.5410847E-01
   0.5287225      0.5478240E-01
   0.5224537      0.5543966E-01
   0.5161869      0.5607972E-01
   0.5099222      0.5670208E-01
   0.5036598      0.5730625E-01
   0.4973996      0.5789175E-01
   0.4911414      0.5845809E-01
   0.4848852      0.5900482E-01
   0.4786306      0.5953147E-01
   0.4723773      0.6003761E-01
   0.4661251      0.6052289E-01
   0.4598736      0.6098704E-01
   0.4536228      0.6142976E-01
   0.4473727      0.6185075E-01
   0.4411234      0.6224970E-01
   0.4348750      0.6262630E-01
   0.4286278      0.6298023E-01
   0.4223821      0.6331115E-01
   0.4161385      0.6361860E-01
   0.4098972      0.6390213E-01
   0.4036584      0.6416129E-01
   0.3974223      0.6439562E-01
   0.3911888      0.6460469E-01
   0.3849581      0.6478806E-01
   0.3787298      0.6494530E-01
   0.3725039      0.6507612E-01
   0.3662800      0.6518040E-01
   0.3600578      0.6525801E-01
   0.3538369      0.6530884E-01
   0.3476165      0.6533275E-01
   0.3413961      0.6532960E-01
   0.3351749      0.6529921E-01
   0.3289521      0.6524152E-01
   0.3227268      0.6515682E-01
   0.3164986      0.6504546E-01
   0.3102675      0.6490783E-01
   0.3040335      0.6474429E-01
   0.2977973      0.6455525E-01
   0.2915598      0.6434111E-01
   0.2853222      0.6410224E-01
   0.2790858      0.6383861E-01
   0.2728516      0.6355004E-01
   0.2666206      0.6323633E-01
   0.2603933      0.6289729E-01
   0.2541699      0.6253273E-01
   0.2479505      0.6214243E-01
   0.2417347      0.6172615E-01
   0.2355225      0.6128360E-01
   0.2293138      0.6081449E-01
   0.2231090      0.6031857E-01
   0.2169086      0.5979559E-01
   0.2107137      0.5924536E-01
   0.2045253      0.5866770E-01
   0.1983449      0.5806219E-01
   0.1921737      0.5742807E-01
   0.1860128      0.5676455E-01
   0.1798628      0.5607084E-01
   0.1737244      0.5534614E-01
   0.1675976      0.5458961E-01
   0.1614826      0.5380023E-01
   0.1553801      0.5297679E-01
   0.1492913      0.5211817E-01
   0.1432185      0.5122337E-01
   0.1371643      0.5029158E-01
   0.1311323      0.4932214E-01
   0.1251260      0.4831393E-01
   0.1191476      0.4726526E-01
   0.1131972      0.4617417E-01
   0.1072733      0.4503834E-01
   0.1013724      0.4385506E-01
   0.9549130E-01  0.4262086E-01
   0.8963354E-01  0.4133273E-01
   0.8381201E-01  0.3998989E-01
   0.7804820E-01  0.3859431E-01
   0.7237034E-01  0.3715058E-01
   0.6680368E-01  0.3566078E-01
   0.6135076E-01  0.3411998E-01
   0.5599101E-01  0.3251695E-01
   0.5068510E-01  0.3083337E-01
   0.4539293E-01  0.2904729E-01
   0.4015338E-01  0.2716146E-01
   0.3511137E-01  0.2522410E-01
   0.3045061E-01  0.2331390E-01
   0.2627470E-01  0.2147364E-01
   0.2254330E-01  0.1968464E-01
   0.1916205E-01  0.1790930E-01
   0.1604091E-01  0.1610856E-01
   0.1315497E-01  0.1429718E-01
   0.1060246E-01  0.1258509E-01
   0.8458164E-02  0.1107315E-01
   0.6694608E-02  0.9782567E-02
   0.5253635E-02  0.8663570E-02
   0.4084113E-02  0.7649408E-02
   0.3133287E-02  0.6700636E-02
   0.2357754E-02  0.5794682E-02
   0.1724175E-02  0.4918053E-02
   0.1207227E-02  0.4062309E-02
   0.7885580E-03  0.3223610E-02
   0.4616213E-03  0.2411329E-02
   0.2233138E-03  0.1633835E-02
   0.7087848E-04  0.8937399E-03
   0.3462183E-05  0.1911521E-03
   0.2296943E-04 -0.4747187E-03
   0.1349654E-03 -0.1104760E-02
   0.3483516E-03 -0.1700509E-02
   0.6651718E-03 -0.2269980E-02
   0.1087402E-02 -0.2823017E-02
   0.1622705E-02 -0.3369055E-02
   0.2285574E-02 -0.3918561E-02
   0.3099746E-02 -0.4484992E-02
   0.4101588E-02 -0.5088052E-02
   0.5338063E-02 -0.5758509E-02
   0.6873662E-02 -0.6532550E-02
   0.8823854E-02 -0.7430115E-02
   0.1122585E-01 -0.8411842E-02
   0.1386860E-01 -0.9354407E-02
   0.1656605E-01 -0.1020035E-01
   0.1939689E-01 -0.1099141E-01
   0.2250449E-01 -0.1176664E-01
   0.2608195E-01 -0.1256188E-01
   0.3040386E-01 -0.1341566E-01
   0.3564958E-01 -0.1433487E-01
   0.4152107E-01 -0.1523509E-01
   0.4742743E-01 -0.1602452E-01
   0.5311840E-01 -0.1669601E-01
   0.5871536E-01 -0.1728609E-01
   0.6436252E-01 -0.1781917E-01
   0.7015062E-01 -0.1830871E-01
   0.7611824E-01 -0.1876172E-01
   0.8223625E-01 -0.1917965E-01
   0.8843872E-01 -0.1955994E-01
   0.9466948E-01 -0.1990192E-01
   0.1008933     -0.2020741E-01
   0.1070985     -0.2048002E-01
   0.1132947     -0.2072376E-01
   0.1194966     -0.2094132E-01
   0.1257150     -0.2113486E-01
   0.1319563     -0.2130627E-01
   0.1382224     -0.2145727E-01
   0.1445105     -0.2158946E-01
   0.1508148     -0.2170393E-01
   0.1571299     -0.2180146E-01
   0.1634519     -0.2188293E-01
   0.1697780     -0.2194927E-01
   0.1761069     -0.2200145E-01
   0.1824389     -0.2204046E-01
   0.1887750     -0.2206716E-01
   0.1951163     -0.2208228E-01
   0.2014635     -0.2208652E-01
   0.2078169     -0.2208063E-01
   0.2141763     -0.2206532E-01
   0.2205413     -0.2204132E-01
   0.2269109     -0.2200932E-01
   0.2332841     -0.2196970E-01
   0.2396600     -0.2192274E-01
   0.2460379     -0.2186873E-01
   0.2524174     -0.2180794E-01
   0.2587981     -0.2174067E-01
   0.2651799     -0.2166718E-01
   0.2715631     -0.2158776E-01
   0.2779479     -0.2150267E-01
   0.2843345     -0.2141216E-01
   0.2907230     -0.2131649E-01
   0.2971134     -0.2121591E-01
   0.3035059     -0.2111068E-01
   0.3099002     -0.2100106E-01
   0.3162962     -0.2088730E-01
   0.3226936     -0.2076965E-01
   0.3290923     -0.2064826E-01
   0.3354921     -0.2052328E-01
   0.3418928     -0.2039486E-01
   0.3482943     -0.2026315E-01
   0.3546968     -0.2012830E-01
   0.3611001     -0.1999045E-01
   0.3675045     -0.1984975E-01
   0.3739100     -0.1970634E-01
   0.3803169     -0.1956038E-01
   0.3867251     -0.1941202E-01
   0.3931347     -0.1926143E-01
   0.3995455     -0.1910876E-01
   0.4059574     -0.1895418E-01
   0.4123702     -0.1879785E-01
   0.4187835     -0.1863994E-01
   0.4251970     -0.1848057E-01
   0.4316103     -0.1831974E-01
   0.4380232     -0.1815742E-01
   0.4444356     -0.1799358E-01
   0.4508474     -0.1782819E-01
   0.4572588     -0.1766121E-01
   0.4636699     -0.1749261E-01
   0.4700811     -0.1732233E-01
   0.4764928     -0.1715035E-01
   0.4829054     -0.1697678E-01
   0.4893193     -0.1680177E-01
   0.4957346     -0.1662549E-01
   0.5021515     -0.1644811E-01
   0.5085699     -0.1626979E-01
   0.5149895     -0.1609073E-01
   0.5214101     -0.1591109E-01
   0.5278312     -0.1573107E-01
   0.5342523     -0.1555071E-01
   0.5406728     -0.1536994E-01
   0.5470925     -0.1518865E-01
   0.5535111     -0.1500676E-01
   0.5599285     -0.1482414E-01
   0.5663449     -0.1464069E-01
   0.5727605     -0.1445631E-01
   0.5791756     -0.1427087E-01
   0.5855908     -0.1408430E-01
   0.5920064     -0.1389674E-01
   0.5984229     -0.1370831E-01
   0.6048405     -0.1351917E-01
   0.6112593     -0.1332947E-01
   0.6176793     -0.1313937E-01
   0.6241003     -0.1294902E-01
   0.6305221     -0.1275861E-01
   0.6369443     -0.1256825E-01
   0.6433664     -0.1237793E-01
   0.6497882     -0.1218757E-01
   0.6562094     -0.1199708E-01
   0.6626299     -0.1180639E-01
