E392  (10.15%)
    1.000000      0.2710505E-19
   0.9970050      0.5173253E-03
   0.9930075      0.1241112E-02
   0.9884068      0.2112304E-02
   0.9832465      0.3122854E-02
   0.9775883      0.4257164E-02
   0.9715506      0.5483032E-02
   0.9652764      0.6759319E-02
   0.9588902      0.8053507E-02
   0.9524752      0.9342533E-02
   0.9460553      0.1061628E-01
   0.9396189      0.1187637E-01
   0.9331557      0.1312584E-01
   0.9266610      0.1436655E-01
   0.9201359      0.1559935E-01
   0.9135848      0.1682498E-01
   0.9070125      0.1804435E-01
   0.9004234      0.1925848E-01
   0.8938217      0.2046842E-01
   0.8872114      0.2167465E-01
   0.8805953      0.2287687E-01
   0.8739757      0.2407487E-01
   0.8673539      0.2526859E-01
   0.8607306      0.2645813E-01
   0.8541056      0.2764368E-01
   0.8474785      0.2882543E-01
   0.8408492      0.3000351E-01
   0.8342178      0.3117802E-01
   0.8275846      0.3234904E-01
   0.8209501      0.3351659E-01
   0.8143148      0.3468057E-01
   0.8076793      0.3584079E-01
   0.8010441      0.3699707E-01
   0.7944094      0.3814924E-01
   0.7877755      0.3929717E-01
   0.7811427      0.4044074E-01
   0.7745108      0.4157979E-01
   0.7678799      0.4271415E-01
   0.7612501      0.4384363E-01
   0.7546214      0.4496803E-01
   0.7479938      0.4608716E-01
   0.7413674      0.4720081E-01
   0.7347424      0.4830879E-01
   0.7281187      0.4941086E-01
   0.7214964      0.5050680E-01
   0.7148757      0.5159636E-01
   0.7082563      0.5267931E-01
   0.7016384      0.5375545E-01
   0.6950217      0.5482454E-01
   0.6884063      0.5588639E-01
   0.6817920      0.5694077E-01
   0.6751788      0.5798748E-01
   0.6685666      0.5902628E-01
   0.6619556      0.6005692E-01
   0.6553460      0.6107917E-01
   0.6487380      0.6209275E-01
   0.6421319      0.6309740E-01
   0.6355280      0.6409266E-01
   0.6289268      0.6507794E-01
   0.6223288      0.6605263E-01
   0.6157347      0.6701608E-01
   0.6091453      0.6796769E-01
   0.6025613      0.6890680E-01
   0.5959838      0.6983277E-01
   0.5894138      0.7074482E-01
   0.5828521      0.7164185E-01
   0.5762991      0.7252279E-01
   0.5697552      0.7338663E-01
   0.5632204      0.7423239E-01
   0.5566942      0.7505916E-01
   0.5501761      0.7586606E-01
   0.5436653      0.7665227E-01
   0.5371608      0.7741718E-01
   0.5306620      0.7816028E-01
   0.5241682      0.7888101E-01
   0.5176789      0.7957881E-01
   0.5111937      0.8025310E-01
   0.5047123      0.8090330E-01
   0.4982347      0.8152879E-01
   0.4917609      0.8212902E-01
   0.4852908      0.8270351E-01
   0.4788244      0.8325179E-01
   0.4723617      0.8377338E-01
   0.4659026      0.8426784E-01
   0.4594468      0.8473470E-01
   0.4529942      0.8517351E-01
   0.4465445      0.8558383E-01
   0.4400976      0.8596527E-01
   0.4336533      0.8631746E-01
   0.4272119      0.8664003E-01
   0.4207734      0.8693259E-01
   0.4143383      0.8719475E-01
   0.4079069      0.8742613E-01
   0.4014800      0.8762634E-01
   0.3950580      0.8779493E-01
   0.3886415      0.8793137E-01
   0.3822307      0.8803520E-01
   0.3758257      0.8810591E-01
   0.3694262      0.8814303E-01
   0.3630321      0.8814608E-01
   0.3566426      0.8811456E-01
   0.3502572      0.8804821E-01
   0.3438751      0.8794694E-01
   0.3374958      0.8781061E-01
   0.3311187      0.8763912E-01
   0.3247435      0.8743232E-01
   0.3183696      0.8719005E-01
   0.3119968      0.8691217E-01
   0.3056246      0.8659868E-01
   0.2992530      0.8624971E-01
   0.2928819      0.8586539E-01
   0.2865114      0.8544587E-01
   0.2801417      0.8499129E-01
   0.2737732      0.8450181E-01
   0.2674064      0.8397758E-01
   0.2610420      0.8341860E-01
